,ST_Rev
19421209,   0.29
19421210,   0.18
19421211,   0.53
19421212,   0.50
19421214,   0.44
19421215,   0.10
19421216,   0.97
19421217,   1.76
19421218,   1.19
19421219,   0.44
19421221,   0.49
19421222,  -0.01
19421223,   0.29
19421224,   0.06
19421226,   0.40
19421228,   0.50
19421229,   1.09
19421230,   0.83
19421231,   1.32
19430102,   0.84
19430104,   0.06
19430105,   0.46
19430106,   0.71
19430107,  -0.62
19430108,   0.06
19430109,  -0.02
19430111,   0.40
19430112,   0.57
19430113,  -0.02
19430114,  -0.14
19430115,  -0.01
19430116,   0.12
19430118,   0.25
19430119,   1.37
19430120,   0.09
19430121,  -0.39
19430122,   0.37
19430123,   0.35
19430125,   0.23
19430126,   0.02
19430127,  -0.21
19430128,  -0.16
19430129,   0.13
19430130,   0.16
19430201,  -0.20
19430202,   0.29
19430203,   0.88
19430204,   0.30
19430205,  -0.20
19430206,   0.45
19430208,   0.76
19430209,  -0.17
19430210,  -0.84
19430211,  -0.13
19430213,  -0.55
19430215,  -1.16
19430216,   0.36
19430217,   0.52
19430218,   1.85
19430219,   0.77
19430220,  -0.63
19430223,  -0.06
19430224,  -0.25
19430225,  -0.22
19430226,   0.14
19430227,  -0.58
19430301,   0.95
19430302,   0.69
19430303,  -1.78
19430304,   0.73
19430305,  -0.02
19430306,  -0.01
19430308,   0.45
19430309,   1.04
19430310,   0.45
19430311,  -0.99
19430312,  -0.54
19430313,   0.45
19430315,   0.80
19430316,   0.92
19430317,   1.38
19430318,   0.57
19430319,   0.74
19430320,   0.17
19430322,   0.18
19430323,  -0.30
19430324,  -0.34
19430325,  -0.77
19430326,   0.61
19430327,   0.05
19430329,  -0.61
19430330,   0.19
19430331,   0.65
19430401,  -0.22
19430402,   0.55
19430403,  -0.37
19430405,  -1.32
19430406,   1.09
19430407,   1.01
19430408,   0.47
19430409,   4.76
19430410,   1.09
19430412,   0.38
19430413,   0.60
19430414,  -0.78
19430415,  -0.25
19430416,   0.72
19430417,   0.08
19430419,   0.64
19430420,   0.40
19430421,  -0.52
19430422,   0.38
19430424,  -0.06
19430426,   0.61
19430427,   0.67
19430428,   0.48
19430429,  -0.19
19430430,   0.74
19430501,   0.10
19430503,   0.20
19430504,   0.56
19430505,  -0.28
19430506,  -0.73
19430507,   2.24
19430508,  -1.70
19430510,  -0.55
19430511,   0.65
19430512,   1.10
19430513,   0.10
19430514,   1.01
19430515,  -0.01
19430517,   0.08
19430518,   0.13
19430519,  -0.32
19430520,   0.33
19430521,   0.62
19430522,  -0.02
19430524,   0.13
19430525,   0.45
19430526,  -0.35
19430527,   0.37
19430528,   0.02
19430529,  -0.21
19430601,  -0.07
19430602,   0.37
19430603,  -0.22
19430604,   0.06
19430605,  -0.08
19430607,   0.11
19430608,   0.25
19430609,   0.39
19430610,  -0.14
19430611,   0.26
19430612,  -0.07
19430614,  -0.07
19430615,   0.62
19430616,   0.28
19430617,   0.26
19430618,   0.04
19430619,   0.12
19430621,  -0.25
19430622,   0.62
19430623,   0.74
19430624,  -0.28
19430625,   1.25
19430626,   0.72
19430628,   0.58
19430629,  -0.03
19430630,  -0.08
19430701,   0.49
19430702,   0.11
19430703,   0.24
19430706,   0.47
19430707,   0.24
19430708,   0.20
19430709,  -0.05
19430710,   0.41
19430712,  -0.23
19430713,   0.20
19430714,   0.34
19430715,   1.27
19430716,  -0.24
19430717,   0.27
19430719,   0.35
19430720,   0.73
19430721,   0.05
19430722,  -0.33
19430723,   0.10
19430724,   0.24
19430726,   0.44
19430727,  -0.09
19430728,   0.68
19430729,   2.36
19430730,  -0.77
19430731,  -0.65
19430802,  -0.27
19430803,   2.13
19430804,   1.16
19430805,  -0.10
19430806,  -0.49
19430807,  -0.24
19430809,   0.68
19430810,   1.89
19430811,   1.24
19430812,  -0.04
19430813,   1.01
19430814,   0.77
19430816,   0.46
19430817,   0.09
19430818,   0.42
19430819,   0.04
19430820,   0.53
19430821,   0.09
19430823,  -0.54
19430824,   0.57
19430825,   0.39
19430826,   0.33
19430827,   0.25
19430828,   0.25
19430830,   0.35
19430831,   0.53
19430901,   0.39
19430902,   0.41
19430903,   0.28
19430904,   0.27
19430907,   0.35
19430908,   0.41
19430909,   1.10
19430910,  -0.12
19430911,   0.58
19430913,  -0.12
19430914,   0.32
19430915,   0.33
19430916,   0.26
19430917,  -0.20
19430918,   0.14
19430920,   0.52
19430921,   0.62
19430922,   0.99
19430923,   0.99
19430924,   0.14
19430925,   0.51
19430927,   0.66
19430928,   0.51
19430929,   0.39
19430930,   0.22
19431001,   0.47
19431002,   0.49
19431004,   0.74
19431005,   0.37
19431006,   0.20
19431007,   0.32
19431008,   0.57
19431009,   0.54
19431011,   0.08
19431013,  -0.08
19431014,   0.92
19431015,   1.10
19431016,   0.74
19431018,   0.07
19431019,   0.37
19431020,   0.47
19431021,   0.09
19431022,   0.46
19431023,   0.35
19431025,   0.20
19431026,   0.42
19431027,   0.70
19431028,   0.63
19431029,   0.24
19431030,   0.54
19431101,   0.77
19431103,   1.67
19431104,   0.33
19431105,   0.71
19431106,   0.33
19431108,  -2.01
19431109,   3.09
19431110,   2.32
19431112,  -0.25
19431113,   0.13
19431115,   0.84
19431116,   0.17
19431117,  -0.33
19431118,   0.80
19431119,   2.99
19431120,   1.58
19431122,   0.49
19431123,   0.02
19431124,  -0.52
19431126,  -0.80
19431127,  -0.06
19431129,  -0.10
19431130,   0.94
19431201,   1.34
19431202,   1.20
19431203,  -0.01
19431204,   0.32
19431206,   0.14
19431207,  -0.16
19431208,   0.30
19431209,   0.98
19431210,   0.25
19431211,   0.22
19431213,   1.04
19431214,   0.60
19431215,   0.36
19431216,   0.35
19431217,   0.60
19431218,   0.40
19431220,   0.47
19431221,   0.95
19431222,   0.50
19431223,   0.31
19431224,   0.27
19431227,   0.00
19431228,   1.22
19431229,   1.07
19431230,   0.46
19431231,   0.83
19440103,   1.01
19440104,   1.01
19440105,   0.24
19440106,   0.50
19440107,   0.26
19440108,   0.21
19440110,   0.12
19440111,   0.33
19440112,   0.47
19440113,   0.11
19440114,   0.06
19440115,   0.04
19440117,   0.66
19440118,   0.71
19440119,   0.40
19440120,   0.09
19440121,  -0.08
19440122,   0.51
19440124,   0.54
19440125,   0.45
19440126,   1.14
19440127,   0.10
19440128,  -0.04
19440129,   0.29
19440131,   0.40
19440201,   0.30
19440202,  -0.10
19440203,   0.80
19440204,   0.58
19440205,   0.11
19440207,   0.39
19440208,   0.39
19440209,   0.35
19440210,   0.33
19440211,   0.21
19440214,   0.15
19440215,   0.22
19440216,   1.00
19440217,   0.29
19440218,   0.21
19440219,   0.28
19440221,  -0.09
19440223,  -0.86
19440224,   0.67
19440225,   0.41
19440226,   0.15
19440228,   0.33
19440229,   0.93
19440301,  -0.33
19440302,   0.34
19440303,   0.24
19440304,   0.38
19440306,   0.08
19440307,   0.11
19440308,   0.40
19440309,   0.71
19440310,   0.04
19440311,   0.08
19440313,  -0.72
19440314,   0.62
19440315,  -0.35
19440316,   0.44
19440317,   0.58
19440318,   0.48
19440320,   0.93
19440321,  -0.21
19440322,   0.61
19440323,   0.82
19440324,  -0.11
19440325,   0.29
19440327,   0.37
19440328,   1.88
19440329,   0.29
19440330,   0.10
19440331,   0.44
19440401,   0.25
19440403,   0.25
19440404,   0.45
19440405,   0.38
19440406,   0.38
19440408,   0.02
19440410,   0.51
19440411,   0.23
19440412,   0.13
19440413,   0.05
19440414,   0.31
19440415,   0.43
19440417,   0.01
19440418,  -1.07
19440419,   0.31
19440420,   1.45
19440421,   0.64
19440422,   0.00
19440424,  -0.15
19440425,   0.40
19440426,   1.01
19440427,   1.24
19440428,   0.76
19440429,   0.57
19440501,   0.50
19440502,   0.29
19440503,   0.29
19440504,   0.08
19440505,   0.67
19440506,   0.23
19440508,   0.42
19440509,   0.03
19440510,   0.28
19440511,   0.20
19440512,   1.17
19440513,   0.51
19440515,   0.30
19440516,  -0.08
19440517,   0.23
19440518,   0.23
19440519,   0.08
19440520,   0.11
19440522,   0.50
19440523,   0.27
19440524,   0.16
19440525,   0.35
19440526,   0.29
19440527,   0.02
19440529,   0.31
19440531,   0.51
19440601,   0.58
19440602,   0.26
19440603,   0.06
19440605,   0.41
19440606,  -0.04
19440607,   0.41
19440608,  -0.01
19440609,   0.16
19440610,  -0.62
19440612,  -0.34
19440613,   0.14
19440614,   0.27
19440615,  -0.54
19440616,   0.10
19440617,  -0.29
19440619,   0.44
19440620,   0.69
19440621,   0.42
19440622,   0.07
19440623,   0.28
19440624,  -0.26
19440626,  -0.51
19440627,  -0.55
19440628,  -0.20
19440629,   0.04
19440630,   0.30
19440701,  -0.21
19440703,  -1.10
19440705,   0.04
19440706,   1.52
19440707,  -0.30
19440708,  -0.69
19440710,   0.26
19440711,   0.70
19440712,   0.51
19440713,   0.61
19440714,   0.51
19440715,   0.26
19440717,   1.62
19440718,   0.28
19440719,  -0.04
19440720,   0.90
19440721,   0.02
19440722,  -0.21
19440724,   0.72
19440725,   1.13
19440726,   0.48
19440727,   0.09
19440728,  -0.08
19440729,   0.02
19440731,   0.27
19440801,   0.96
19440802,   0.55
19440803,  -0.68
19440804,  -0.33
19440805,   0.58
19440807,   0.20
19440808,  -0.14
19440809,   0.46
19440810,   1.14
19440811,   0.84
19440812,   0.32
19440814,   0.17
19440815,   0.40
19440816,  -0.05
19440817,  -0.18
19440818,   0.06
19440821,   0.25
19440822,   0.78
19440823,  -0.22
19440824,   0.62
19440825,   0.02
19440828,   0.30
19440829,   0.18
19440830,   0.14
19440831,   0.10
19440901,   0.18
19440905,   0.72
19440906,   0.92
19440907,   1.51
19440908,   0.15
19440909,   0.25
19440911,   0.36
19440912,   0.13
19440913,  -0.16
19440914,  -0.24
19440915,   1.34
19440916,   1.02
19440918,   0.16
19440919,   1.05
19440920,   0.56
19440921,   0.14
19440922,   0.47
19440923,   0.49
19440925,   0.72
19440926,   0.25
19440927,   0.36
19440928,   0.14
19440929,   0.47
19440930,  -0.12
19441002,   0.36
19441003,   0.53
19441004,  -0.35
19441005,   0.25
19441006,   0.38
19441007,  -0.03
19441009,   1.50
19441010,   0.37
19441011,  -0.01
19441013,   0.14
19441014,   0.26
19441016,   0.80
19441017,   0.11
19441018,   0.34
19441019,   0.17
19441020,   0.40
19441021,   0.16
19441023,   0.86
19441024,   0.47
19441025,   0.22
19441026,  -0.01
19441027,   0.18
19441028,   0.42
19441030,   0.01
19441031,   0.52
19441101,   0.10
19441102,   0.75
19441103,   0.26
19441104,   0.11
19441106,   0.74
19441108,   0.28
19441109,  -0.04
19441110,   0.11
19441113,   0.13
19441114,   0.00
19441115,   0.35
19441116,  -0.03
19441117,  -0.05
19441118,   0.33
19441120,   0.30
19441121,   0.55
19441122,   0.27
19441124,   0.08
19441125,   0.19
19441127,   0.12
19441128,   0.39
19441129,   0.12
19441130,   0.26
19441201,   0.08
19441202,  -0.11
19441204,   0.28
19441205,   0.22
19441206,  -0.12
19441207,  -0.03
19441208,  -0.30
19441209,   0.34
19441211,   0.29
19441212,   0.53
19441213,   0.48
19441214,  -0.53
19441215,  -0.45
19441216,   0.54
19441218,   0.25
19441219,  -0.39
19441220,   0.98
19441221,   0.56
19441222,  -0.87
19441223,   0.13
19441226,   0.49
19441227,   0.81
19441228,  -0.13
19441229,  -0.26
19441230,   0.25
19450102,  -0.16
19450103,   0.15
19450104,   0.35
19450105,   0.25
19450106,   0.35
19450108,  -1.38
19450109,   0.52
19450110,  -0.41
19450111,   0.20
19450112,   0.34
19450113,   0.09
19450115,   1.19
19450116,   0.16
19450117,  -0.76
19450118,   0.62
19450119,   0.65
19450120,   0.85
19450122,   0.26
19450123,   0.37
19450124,   0.48
19450125,   0.37
19450126,  -0.08
19450127,   0.25
19450129,  -0.11
19450130,   0.49
19450131,  -0.31
19450201,   0.23
19450202,  -0.20
19450203,   0.43
19450205,  -0.14
19450206,   0.47
19450207,   0.49
19450208,   0.40
19450209,   0.63
19450210,  -0.21
19450213,  -0.12
19450214,   0.14
19450215,  -0.32
19450216,   0.44
19450217,   0.05
19450219,  -0.39
19450220,   0.37
19450221,   0.46
19450223,   0.72
19450224,   0.43
19450226,   0.08
19450227,  -0.34
19450228,  -0.01
19450301,   0.00
19450302,   0.73
19450303,   0.09
19450305,  -0.44
19450306,  -0.13
19450307,   0.22
19450308,   1.14
19450309,   0.77
19450310,   1.11
19450312,   0.63
19450313,   0.09
19450314,   0.61
19450315,   0.23
19450316,   0.15
19450317,   0.24
19450319,  -0.43
19450320,  -0.27
19450321,   0.14
19450322,   0.24
19450323,   0.54
19450324,  -0.19
19450326,  -1.26
19450327,   1.30
19450328,   1.19
19450329,   0.53
19450331,   0.13
19450402,   0.82
19450403,   0.71
19450404,   0.37
19450405,   0.24
19450406,   0.50
19450407,   0.57
19450409,   0.08
19450410,   0.90
19450411,   0.56
19450412,   0.46
19450413,   0.16
19450416,   0.01
19450417,   0.62
19450418,  -0.06
19450419,   0.99
19450420,   0.07
19450421,  -0.41
19450423,  -0.59
19450424,  -0.04
19450425,   0.56
19450426,   0.73
19450427,  -0.09
19450428,  -0.32
19450430,   0.03
19450501,   1.17
19450502,   0.19
19450503,  -0.63
19450504,  -0.27
19450505,   0.01
19450507,  -0.10
19450508,   0.31
19450509,   1.34
19450510,   0.26
19450511,  -0.07
19450512,   0.21
19450514,   0.25
19450515,  -0.30
19450516,   0.35
19450517,  -0.09
19450518,   0.25
19450519,   0.28
19450521,   0.49
19450522,   0.06
19450523,   0.15
19450524,   0.23
19450525,  -0.09
19450526,  -0.11
19450528,   0.28
19450529,   0.23
19450531,   0.62
19450601,  -0.21
19450602,  -0.18
19450604,   0.23
19450605,   0.16
19450606,   0.40
19450607,  -0.09
19450608,   0.10
19450609,   0.29
19450611,   0.91
19450612,  -0.30
19450613,  -0.32
19450614,  -0.20
19450615,  -0.38
19450616,   0.07
19450618,  -0.39
19450619,   0.14
19450620,  -0.23
19450621,  -0.43
19450622,   0.73
19450623,  -0.03
19450625,  -0.92
19450626,  -0.35
19450627,  -0.17
19450628,   2.86
19450629,   0.05
19450630,  -0.27
19450702,   0.30
19450703,  -0.11
19450705,   1.20
19450706,  -0.14
19450709,  -0.19
19450710,   0.76
19450711,   0.27
19450712,   0.12
19450713,   0.29
19450716,   0.17
19450717,  -0.12
19450718,   0.79
19450719,   0.52
19450720,   0.12
19450723,  -0.68
19450724,   0.23
19450725,   1.26
19450726,  -1.66
19450727,   1.72
19450730,   1.02
19450731,   0.23
19450801,   0.25
19450802,   0.11
19450803,   0.42
19450806,   0.32
19450807,  -0.84
19450808,   0.55
19450809,   3.20
19450810,   0.13
19450813,  -0.80
19450814,   0.03
19450817,  -0.52
19450820,  -0.05
19450821,   0.35
19450822,   0.29
19450823,  -0.07
19450824,  -0.07
19450827,   0.35
19450828,   0.72
19450829,   0.26
19450830,   0.16
19450831,  -0.13
19450904,  -0.09
19450905,   0.25
19450906,   0.12
19450907,  -0.08
19450908,   0.10
19450910,   0.33
19450911,   0.39
19450912,  -0.05
19450913,   0.32
19450914,   0.53
19450915,   1.35
19450917,   0.16
19450918,  -0.74
19450919,   0.00
19450920,   0.39
19450921,   0.39
19450922,  -0.03
19450924,  -0.17
19450925,  -0.12
19450926,   0.19
19450927,   0.01
19450928,   0.43
19450929,  -0.04
19451001,  -0.05
19451002,   0.46
19451003,  -0.14
19451004,  -0.22
19451005,   0.00
19451006,   0.24
19451008,   0.08
19451009,   0.33
19451010,   0.24
19451011,   0.31
19451015,  -0.11
19451016,  -0.33
19451017,   0.02
19451018,   0.07
19451019,   0.72
19451020,  -0.17
19451022,   0.09
19451023,   0.20
19451024,   0.02
19451025,   0.21
19451026,   0.17
19451029,  -0.23
19451030,   0.39
19451031,  -0.24
19451101,  -0.14
19451102,   0.12
19451103,  -0.24
19451105,  -0.63
19451107,   0.06
19451108,   0.46
19451109,   0.19
19451110,   0.00
19451113,   0.37
19451114,   0.29
19451115,   0.10
19451116,   0.12
19451117,  -0.24
19451119,   0.00
19451120,  -0.35
19451121,   0.69
19451123,   0.32
19451124,   0.56
19451126,  -0.70
19451127,  -0.30
19451128,   0.01
19451129,   0.21
19451130,  -0.02
19451201,  -0.32
19451203,  -0.08
19451204,   0.34
19451205,  -0.17
19451206,  -0.22
19451207,  -0.22
19451208,   0.00
19451210,   0.43
19451211,   0.72
19451212,   1.64
19451213,   0.57
19451214,  -0.47
19451215,  -0.03
19451217,   2.77
19451218,  -0.40
19451219,   0.19
19451220,   0.61
19451221,  -0.02
19451222,  -0.30
19451226,  -0.24
19451227,   0.55
19451228,   0.28
19451229,  -0.10
19451231,   0.06
19460102,   0.31
19460103,   0.43
19460104,   0.26
19460105,   0.23
19460107,   0.24
19460108,   1.98
19460109,   0.46
19460110,   0.63
19460111,  -0.18
19460112,   0.09
19460114,  -0.90
19460115,   0.42
19460116,  -0.04
19460117,   0.20
19460118,  -0.20
19460119,   0.45
19460121,   0.33
19460122,  -0.23
19460123,  -0.70
19460124,  -0.26
19460125,  -0.01
19460126,  -0.51
19460128,  -0.99
19460129,   0.32
19460130,   0.38
19460131,   0.18
19460201,  -0.26
19460202,  -0.23
19460204,   0.43
19460205,  -0.53
19460206,   0.37
19460207,  -0.18
19460208,   0.01
19460209,   0.35
19460211,   0.55
19460213,   0.70
19460214,   0.16
19460215,  -0.77
19460216,  -0.06
19460218,   0.37
19460219,   0.99
19460220,   0.79
19460221,   1.36
19460225,  -0.87
19460226,   0.88
19460227,   1.60
19460228,   0.18
19460301,   0.02
19460302,  -0.66
19460304,   0.50
19460305,   0.29
19460306,  -0.29
19460307,   0.26
19460308,   0.52
19460309,   0.20
19460311,  -0.23
19460312,   0.09
19460313,  -0.52
19460314,  -0.14
19460315,   1.40
19460316,   0.78
19460318,   0.31
19460319,   0.20
19460320,  -0.04
19460321,  -0.49
19460322,  -0.27
19460323,  -0.27
19460325,   0.89
19460326,   0.62
19460327,  -0.08
19460328,  -0.17
19460329,  -0.67
19460330,  -0.16
19460401,  -0.18
19460402,  -0.63
19460403,   0.26
19460404,   0.15
19460405,   0.14
19460406,  -0.30
19460408,  -0.28
19460409,  -0.06
19460410,   0.32
19460411,  -0.02
19460412,  -0.04
19460413,   0.20
19460415,  -0.05
19460416,   0.00
19460417,  -0.16
19460418,  -0.21
19460420,  -0.23
19460422,  -0.05
19460423,   0.40
19460424,   0.03
19460425,   0.44
19460426,   0.16
19460427,  -0.13
19460429,   0.10
19460430,   0.15
19460501,   0.08
19460502,  -0.16
19460503,   0.14
19460504,   0.08
19460506,   0.36
19460507,   0.96
19460508,  -0.16
19460509,  -0.48
19460510,   0.74
19460511,   0.53
19460513,   0.48
19460514,  -0.29
19460515,   0.02
19460516,   0.54
19460517,  -0.19
19460518,   0.30
19460520,  -0.05
19460521,   0.13
19460522,  -0.35
19460523,   0.16
19460524,  -0.03
19460527,   0.03
19460528,  -0.13
19460529,   0.42
19460531,  -0.14
19460603,   0.56
19460604,   0.43
19460605,   0.43
19460606,   0.07
19460607,  -0.08
19460610,  -0.06
19460611,   0.16
19460612,  -0.08
19460613,  -0.07
19460614,   0.47
19460617,  -0.03
19460618,   0.41
19460619,   0.00
19460620,   0.55
19460621,   0.95
19460624,   0.50
19460625,   0.20
19460626,  -0.35
19460627,   1.73
19460628,   0.39
19460701,   0.99
19460702,   0.18
19460703,   0.00
19460705,  -0.10
19460708,  -0.10
19460709,   0.24
19460710,  -0.23
19460711,   0.08
19460712,  -0.38
19460715,  -0.75
19460716,   0.81
19460717,   0.90
19460718,   0.49
19460719,   0.23
19460722,  -0.20
19460723,  -0.72
19460724,   1.24
19460725,   1.20
19460726,   0.42
19460729,   0.41
19460730,   0.47
19460731,   1.20
19460801,   0.78
19460802,   0.09
19460805,  -0.12
19460806,  -0.21
19460807,   0.97
19460808,   0.64
19460809,   0.24
19460812,   0.34
19460813,   0.45
19460814,   0.22
19460815,   0.24
19460816,  -0.01
19460819,   0.21
19460820,   0.16
19460821,   0.51
19460822,   0.43
19460823,   0.68
19460826,   0.39
19460827,  -0.62
19460828,   1.41
19460829,   1.43
19460830,   0.75
19460903,  -4.57
19460904,   4.94
19460905,   4.19
19460906,  -0.40
19460909,  -2.92
19460910,   1.01
19460911,   3.89
19460912,   0.34
19460913,   1.26
19460916,   0.87
19460917,  -0.21
19460918,  -2.07
19460919,  -1.68
19460920,   4.05
19460923,  -1.61
19460924,   3.88
19460925,   1.98
19460926,   1.14
19460927,  -0.01
19460930,  -0.63
19461001,   0.62
19461002,  -0.01
19461003,  -0.33
19461004,  -0.57
19461005,  -0.30
19461007,   0.16
19461008,  -0.09
19461009,  -1.29
19461010,   2.83
19461011,   1.76
19461014,   1.06
19461015,   2.90
19461016,   1.22
19461017,   1.07
