,ST_Rev
20120323,   0.66
20120326,  -0.02
20120327,  -0.22
20120328,  -0.84
20120329,   0.47
20120330,   0.36
20120402,   0.21
20120403,  -0.36
20120404,   0.28
20120405,  -0.35
20120409,  -0.25
20120410,   0.04
20120411,  -0.25
20120412,   1.19
20120413,  -0.37
20120416,  -0.02
20120417,   0.62
20120418,  -0.63
20120419,   0.25
20120420,  -0.64
20120423,   0.35
20120424,   0.20
20120425,   1.48
20120426,   0.46
20120427,  -0.23
20120430,  -0.22
20120501,   0.29
20120502,  -0.31
20120503,  -0.35
20120504,  -0.45
20120507,  -0.23
20120508,  -0.13
20120509,  -0.06
20120510,  -0.63
20120511,  -0.70
20120514,  -0.57
20120515,  -0.54
20120516,  -0.98
20120517,  -0.58
20120518,  -0.23
20120521,   1.22
20120522,   0.12
20120523,   0.29
20120524,  -0.74
20120525,   0.24
20120529,   0.96
20120530,  -0.97
20120531,  -0.46
20120601,  -1.23
20120604,  -0.59
20120605,   1.40
20120606,   1.48
20120607,  -0.05
20120608,   0.00
20120611,  -1.15
20120612,   0.47
20120613,  -0.71
20120614,  -0.12
20120615,   0.51
20120618,  -0.12
20120619,   0.55
20120620,  -0.24
20120621,  -0.51
20120622,  -0.19
20120625,  -0.67
20120626,  -0.32
20120627,   0.17
20120628,   0.27
20120629,   0.95
20120702,  -0.48
20120703,   0.45
20120705,   0.75
20120706,  -0.45
20120709,  -0.34
20120710,  -0.28
20120711,  -0.18
20120712,  -0.32
20120713,  -0.01
20120716,  -0.47
20120717,  -0.17
20120718,   1.23
20120719,   1.31
20120720,  -0.63
20120723,  -0.06
20120724,  -0.09
20120725,   0.59
20120726,  -0.38
20120727,   0.17
20120730,   0.21
20120731,   0.23
20120801,  -0.11
20120802,   0.14
20120803,   0.87
20120806,   0.43
20120807,   0.27
20120808,   0.12
20120809,   0.00
20120810,   0.09
20120813,   0.13
20120814,   0.21
20120815,   0.26
20120816,  -0.27
20120817,  -0.18
20120820,   0.28
20120821,  -0.06
20120822,   0.19
20120823,   0.30
20120824,   0.24
20120827,   0.01
20120828,  -0.05
20120829,   0.02
20120830,   0.30
20120831,  -0.27
20120904,  -0.12
20120905,   0.38
20120906,   0.32
20120907,  -0.10
20120910,   0.59
20120911,   0.11
20120912,  -0.27
20120913,  -0.27
20120914,  -0.98
20120917,   0.85
20120918,   0.31
20120919,  -0.13
20120920,   0.06
20120921,  -0.32
20120924,   0.49
20120925,   0.19
20120926,   0.18
20120927,  -0.05
20120928,  -0.04
20121001,  -0.45
20121002,   0.04
20121003,   0.16
20121004,  -0.03
20121005,  -0.14
20121008,   0.08
20121009,   0.18
20121010,  -0.12
20121011,   0.02
20121012,   0.05
20121015,  -0.14
20121016,   0.79
20121017,   0.01
20121018,  -0.32
20121019,  -0.32
20121022,   0.19
20121023,   0.33
20121024,   0.05
20121025,   0.54
20121026,   0.31
20121031,  -0.51
20121101,  -0.12
20121102,  -0.10
20121105,   0.33
20121106,  -0.23
20121107,   0.13
20121108,  -0.20
20121109,   0.31
20121112,  -0.20
20121113,  -0.17
20121114,   0.05
20121115,   0.28
20121116,   0.20
20121119,   0.95
20121120,  -0.35
20121121,   0.03
20121123,   0.09
20121126,   0.39
20121127,  -0.05
20121128,  -0.09
20121129,   0.31
20121130,   0.27
20121203,  -0.03
20121204,   0.02
20121205,   0.70
20121206,   0.16
20121207,  -0.08
20121210,  -0.17
20121211,   0.18
20121212,   0.33
20121213,   0.08
20121214,  -0.51
20121217,   0.03
20121218,  -0.12
20121219,  -0.27
20121220,  -0.23
20121221,   0.20
20121224,   0.12
20121226,  -0.42
20121227,   0.38
20121228,   0.14
20121231,   0.09
20130102,  -0.17
20130103,   0.29
20130104,  -0.60
20130107,  -0.04
20130108,   0.37
20130109,  -0.18
20130110,  -0.11
20130111,   0.17
20130114,  -0.04
20130115,  -0.16
20130116,   0.20
20130117,  -0.01
20130118,   0.03
20130122,  -0.01
20130123,   0.51
20130124,  -0.64
20130125,  -0.45
20130128,   0.30
20130129,   0.56
20130130,   0.05
20130131,   0.19
20130201,   0.22
20130204,  -0.04
20130205,   0.28
20130206,   0.10
20130207,  -0.08
20130208,  -0.24
20130211,   0.20
20130212,  -0.10
20130213,  -0.46
20130214,  -0.46
20130215,   0.06
20130219,  -0.36
20130220,   0.64
20130221,  -0.05
20130222,   0.20
20130225,  -0.16
20130226,   0.17
20130227,   0.23
20130228,  -0.20
20130301,  -0.52
20130304,  -0.99
20130305,   0.15
20130306,   0.32
20130307,   0.62
20130308,   0.11
20130311,   0.20
20130312,   0.15
20130313,  -0.21
20130314,   0.08
20130315,   0.23
20130318,   0.01
20130319,  -0.27
20130320,  -0.10
20130321,   0.03
20130322,  -0.03
20130325,  -0.17
20130326,  -0.03
20130327,   0.08
20130328,  -0.21
20130401,   0.06
20130402,  -0.10
20130403,   0.35
20130404,   0.05
20130405,   0.05
20130408,   0.17
20130409,   0.44
20130410,   0.31
20130411,  -0.17
20130412,  -0.58
20130415,  -1.05
20130416,   0.19
20130417,  -1.34
20130418,  -0.22
20130419,  -0.77
20130422,   0.12
20130423,   0.56
20130424,   1.30
20130425,  -0.03
20130426,   0.11
20130429,   0.63
20130430,   0.28
20130501,  -0.19
20130502,   0.19
20130503,   0.49
20130506,   0.05
20130507,   0.51
20130508,   0.32
20130509,   0.02
20130510,  -0.11
20130513,  -0.13
20130514,  -0.46
20130515,   0.01
20130516,   0.21
20130517,  -0.75
20130520,  -0.62
20130521,   0.33
20130522,   0.50
20130523,  -0.01
20130524,   0.05
20130528,  -0.93
20130529,  -0.57
20130530,  -0.44
20130531,   0.03
20130603,   0.15
20130604,   0.32
20130605,   0.12
20130606,   0.35
20130607,  -0.34
20130610,  -0.37
20130611,   0.29
20130612,  -0.23
20130613,   0.57
20130614,   0.38
20130617,  -0.15
20130618,   0.21
20130619,  -0.34
20130620,  -0.75
20130621,  -0.11
20130624,  -0.41
20130625,   0.41
20130626,   0.01
20130627,   0.05
20130628,  -0.03
20130701,   0.40
20130702,  -0.14
20130703,  -0.16
20130705,  -0.81
20130708,   0.20
20130709,   0.47
20130710,   0.33
20130711,   0.93
20130712,  -0.33
20130715,   0.04
20130716,   0.52
20130717,   0.09
20130718,  -0.10
20130719,  -0.36
20130722,  -0.09
20130723,   0.15
20130724,   0.14
20130725,  -0.12
20130726,   0.45
20130729,   0.17
20130730,  -0.29
20130731,   0.02
20130801,  -0.31
20130802,   0.10
20130805,  -0.13
20130806,   0.50
20130807,  -0.10
20130808,   0.24
20130809,  -0.24
20130812,  -0.22
20130813,  -0.61
20130814,  -0.01
20130815,   0.20
20130816,  -0.29
20130819,  -0.08
20130820,   0.14
20130821,  -0.13
20130822,  -0.16
20130823,  -0.26
20130826,  -0.20
20130827,   0.79
20130828,  -0.01
20130829,   0.20
20130830,   0.01
20130903,   0.10
20130904,  -0.01
20130905,  -0.04
20130906,  -0.03
20130909,  -0.30
20130910,   0.07
20130911,   0.38
20130912,   0.22
20130913,   0.04
20130916,  -0.08
20130917,  -0.15
20130918,  -0.12
20130919,  -0.27
20130920,   0.12
20130923,   0.51
20130924,  -0.34
20130925,   0.12
20130926,  -0.33
20130927,  -0.05
20130930,  -0.05
20131001,  -0.39
20131002,   0.01
20131003,   0.05
20131004,  -0.17
20131007,   0.42
20131008,   0.55
20131009,   0.33
20131010,   0.12
20131011,  -0.19
20131014,   0.00
20131015,  -0.34
20131016,   0.11
20131017,  -0.31
20131018,  -0.32
20131021,  -0.26
20131022,   0.47
20131023,   0.36
20131024,   0.02
20131025,   0.21
20131028,   0.10
20131029,   0.20
20131030,  -0.08
20131031,   0.31
20131101,   0.03
20131104,   0.10
20131105,   0.07
20131106,   0.15
20131107,   0.59
20131108,   0.14
20131111,   0.14
20131112,  -0.03
20131113,  -0.01
20131114,  -0.24
20131115,  -0.03
20131118,  -0.67
20131119,  -0.17
20131120,  -0.09
20131121,   0.23
20131122,  -0.14
20131125,  -0.54
20131126,   0.20
20131127,  -0.28
20131129,   0.10
20131202,  -0.07
20131203,   0.40
20131204,   0.23
20131205,   0.16
20131206,  -0.08
20131209,  -0.18
20131210,  -0.14
20131211,   0.06
20131212,  -0.14
20131213,  -0.04
20131216,  -0.22
20131217,  -0.11
20131218,   0.21
20131219,   0.22
20131220,  -0.19
20131223,  -0.49
20131224,   0.10
20131226,   0.02
20131227,   0.06
20131230,   0.12
20131231,  -0.30
20140102,   0.32
20140103,   0.03
20140106,   0.05
20140107,   0.12
20140108,  -0.46
20140109,  -0.44
20140110,  -0.25
20140113,   0.28
20140114,  -0.22
20140115,  -0.18
20140116,  -0.51
20140117,  -0.35
20140121,  -0.23
20140122,  -0.18
20140123,   0.03
20140124,   0.44
20140127,   0.40
20140128,   0.06
20140129,  -0.03
20140130,  -0.75
20140131,  -0.22
20140203,   0.08
20140204,   0.18
20140205,   0.33
20140206,   0.57
20140207,   0.06
20140210,  -0.48
20140211,   0.13
20140212,  -0.09
20140213,  -0.03
20140214,   0.26
20140218,  -0.26
20140219,  -0.17
20140220,  -0.43
20140221,  -0.02
20140224,   0.11
20140225,   0.22
20140226,   0.12
20140227,   0.27
20140228,   0.63
20140303,  -0.18
20140304,   0.01
20140305,   0.15
20140306,   0.48
20140307,   0.12
20140310,   0.01
20140311,   0.32
20140312,  -0.17
20140313,   0.26
20140314,  -0.15
20140317,   0.12
20140318,   0.16
20140319,   0.02
20140320,  -0.45
20140321,  -0.07
20140324,  -0.46
20140325,  -0.04
20140326,  -0.28
20140327,   0.30
20140328,  -0.32
20140331,   0.30
20140401,   0.79
20140402,   0.13
20140403,  -1.07
20140404,  -1.11
20140407,  -0.64
20140408,   0.07
20140409,   1.68
20140410,  -1.63
20140411,  -0.72
20140414,  -0.26
20140415,  -0.19
20140416,   0.99
20140417,  -0.05
20140421,   0.32
20140422,   1.24
20140423,  -0.56
20140424,   0.24
20140425,  -0.70
20140428,  -0.88
20140429,   1.03
20140430,  -0.10
20140501,   0.76
20140502,   0.14
20140505,  -0.21
20140506,  -0.62
20140507,  -0.57
20140508,   0.42
20140509,   0.64
20140512,   0.92
20140513,   0.06
20140514,  -0.05
20140515,   0.38
20140516,  -0.08
20140519,   0.26
20140520,  -0.04
20140521,   0.20
20140522,   0.40
20140523,   0.20
20140527,   0.13
20140528,   0.07
20140529,   0.08
20140530,   0.36
20140602,  -0.11
20140603,  -0.22
20140604,  -0.19
20140605,   0.15
20140606,   0.00
20140609,  -0.47
20140610,  -0.04
20140611,  -0.14
20140612,   0.06
20140613,   0.07
20140616,  -0.27
20140617,   0.01
20140618,   0.09
20140619,   0.22
20140620,  -0.33
20140623,  -0.08
20140624,   0.67
20140625,   0.03
20140626,   0.09
20140627,   0.21
20140630,  -0.10
20140701,   0.17
20140702,   0.45
20140703,   0.06
20140707,   0.77
20140708,   0.65
20140709,  -0.19
20140710,  -0.01
20140711,   0.36
20140714,   0.07
20140715,   0.13
20140716,  -0.23
20140717,  -0.20
20140718,   0.29
20140721,   0.00
20140722,  -0.03
20140723,   0.31
20140724,   0.41
20140725,   0.00
20140728,  -0.28
20140729,   0.27
20140730,  -0.08
20140731,  -0.07
20140801,   0.26
20140804,   0.21
20140805,   0.22
20140806,   0.23
20140807,   0.17
20140808,   0.47
20140811,  -0.14
20140812,  -0.22
20140813,  -0.07
20140814,  -0.24
20140815,   0.17
20140818,  -0.03
20140819,  -0.07
20140820,   0.30
20140821,   0.02
20140822,  -0.36
20140825,  -0.11
20140826,  -0.05
20140827,   0.09
20140828,   0.02
20140829,   0.02
20140902,  -0.33
20140903,   0.64
20140904,  -0.24
20140905,  -0.05
20140908,  -0.31
20140909,   0.17
20140910,  -0.20
20140911,   0.14
20140912,  -0.37
20140915,   0.35
20140916,   0.24
20140917,  -0.26
20140918,  -0.53
20140919,  -0.20
20140922,  -0.53
20140923,   0.26
20140924,   0.00
20140925,  -0.10
20140926,   0.13
20140929,  -0.34
20140930,  -0.78
20141001,  -0.29
20141002,   0.14
20141003,  -0.67
20141006,  -0.10
20141007,  -0.53
20141008,  -0.46
20141009,  -1.79
20141010,  -1.73
20141013,  -2.12
20141014,  -0.07
20141015,   2.19
20141016,   2.14
20141017,   0.69
20141020,   0.10
20141021,   1.26
20141022,  -0.67
20141023,   0.89
20141024,  -0.46
20141027,  -1.15
20141028,   0.56
20141029,   0.45
20141030,  -0.69
20141031,   0.81
20141103,  -0.42
20141104,  -0.89
20141105,   0.52
20141106,   0.09
20141107,   0.66
20141110,  -0.55
20141111,   0.15
20141112,   0.11
20141113,   0.27
20141114,   0.48
20141117,   0.08
20141118,   0.17
20141119,   0.19
20141120,   0.10
20141121,   0.40
20141124,  -0.33
20141125,   0.27
20141126,  -0.37
20141128,  -2.54
20141201,   0.18
20141202,   0.08
20141203,   0.46
20141204,  -0.36
20141205,  -0.35
20141208,  -1.84
20141209,   0.86
20141210,  -1.03
20141211,  -0.58
20141212,  -0.54
20141215,  -0.14
20141216,   1.04
20141217,   1.49
20141218,   0.28
20141219,   1.58
20141222,  -0.14
20141223,   0.95
20141224,  -0.24
20141226,   0.20
20141229,   0.02
20141230,   0.07
20141231,   0.14
20150102,   0.70
20150105,  -0.57
20150106,  -0.32
20150107,  -0.56
20150108,   0.19
20150109,  -0.33
20150112,  -0.64
20150113,  -0.07
20150114,  -0.83
20150115,  -0.03
20150116,   0.02
20150120,  -0.53
20150121,   0.76
20150122,   0.81
20150123,  -0.18
20150126,   0.31
20150127,  -0.50
20150128,  -0.62
20150129,  -0.18
20150130,   0.39
20150202,   1.49
20150203,   1.45
20150204,  -0.12
20150205,   0.15
20150206,   0.30
20150209,  -0.10
20150210,   0.34
20150211,  -0.14
20150212,  -0.27
20150213,  -0.14
20150217,  -0.10
20150218,   0.65
20150219,  -0.20
20150220,  -0.09
20150223,   0.00
20150224,   0.37
20150225,  -0.12
20150226,  -0.09
20150227,   0.30
20150302,  -0.30
20150303,   0.25
20150304,  -0.12
20150305,  -0.10
20150306,  -0.37
20150309,  -0.39
20150310,   0.25
20150311,   0.07
20150312,  -0.21
20150313,  -0.23
20150316,  -0.21
20150317,  -0.35
20150318,   1.27
20150319,  -0.88
20150320,   0.45
20150323,   0.59
20150324,   0.06
20150325,   1.14
20150326,   0.23
20150327,  -0.37
20150330,  -0.09
20150331,   0.03
20150401,   0.34
20150402,   0.07
20150406,   0.34
20150407,   0.54
20150408,   0.23
20150409,  -0.14
20150410,   0.20
20150413,   0.45
20150414,  -0.64
20150415,  -0.53
20150416,   0.37
20150417,  -0.12
20150420,   0.41
20150421,   0.80
20150422,   0.23
20150423,   0.07
20150424,   0.25
20150427,   0.15
20150428,  -0.11
20150429,  -0.75
20150430,  -0.34
20150501,   0.77
20150504,   0.22
20150505,  -0.09
20150506,   0.47
20150507,   0.86
20150508,   0.05
20150511,   0.09
20150512,  -0.14
20150513,  -0.14
20150514,  -0.36
20150515,   0.39
20150518,   0.07
20150519,  -0.34
20150520,  -0.01
20150521,   0.32
20150522,  -0.07
20150526,  -0.27
20150527,  -0.20
20150528,  -0.07
20150529,   0.01
20150601,  -0.16
20150602,   0.59
20150603,  -0.33
20150604,  -0.23
20150605,  -0.42
20150608,  -0.04
20150609,  -0.35
20150610,  -0.19
20150611,  -0.09
20150612,  -0.20
20150615,  -0.22
20150616,  -0.25
20150617,   0.23
20150618,   0.25
20150619,  -0.21
20150622,  -0.28
20150623,  -0.25
20150624,   0.08
20150625,  -0.53
20150626,  -0.28
20150629,   0.24
20150630,  -0.34
20150701,  -1.01
20150702,   0.27
20150706,  -0.87
20150707,   0.17
20150708,  -0.79
20150709,   0.17
20150710,  -0.40
20150713,   0.07
20150714,   0.26
20150715,  -1.05
20150716,  -1.13
20150717,  -1.26
20150720,  -1.26
20150721,   0.37
20150722,  -1.00
20150723,   0.70
20150724,  -1.13
20150727,  -0.48
20150728,   1.21
20150729,   0.95
20150730,  -0.23
20150731,  -0.81
20150803,  -1.46
20150804,  -0.24
20150805,  -0.32
20150806,   1.80
20150807,  -0.61
20150810,   1.62
20150811,  -0.58
20150812,   0.99
20150813,  -0.66
20150814,  -0.32
20150817,   0.52
20150818,  -0.41
20150819,  -0.45
20150820,  -0.75
20150821,  -0.28
20150824,  -0.24
20150825,   0.72
20150826,   1.16
20150827,   2.11
20150828,   0.90
20150831,  -0.43
20150901,  -0.07
20150902,   0.50
20150903,   0.06
20150904,  -0.28
20150908,   0.43
20150909,   0.10
20150910,  -0.12
20150911,  -0.82
20150914,  -0.48
20150915,   0.50
20150916,   0.81
20150917,   0.12
20150918,  -0.29
20150921,   0.65
20150922,  -0.02
20150923,  -0.70
20150924,  -0.16
20150925,  -0.30
20150928,  -1.67
20150929,  -0.54
20150930,   1.17
20151001,   0.16
20151002,   2.52
20151005,   0.75
20151006,  -0.96
20151007,   0.72
20151008,  -0.73
20151009,   0.84
20151012,   0.23
20151013,  -0.58
20151014,   0.01
20151015,   0.94
20151016,  -0.18
20151019,   0.43
20151020,  -0.64
20151021,  -0.18
20151022,  -1.74
20151023,   0.17
20151026,   0.60
20151027,   0.45
20151028,   0.37
20151029,   0.30
20151030,   0.40
20151102,   0.14
20151103,   0.69
20151104,  -0.30
20151105,   0.06
20151106,  -0.28
20151109,  -0.17
20151110,  -0.30
20151111,  -0.67
20151112,  -0.02
20151113,   0.05
20151116,   0.44
20151117,  -0.78
20151118,  -0.20
20151119,   0.13
20151120,  -0.20
20151123,  -0.05
20151124,   0.56
20151125,   0.15
20151127,   0.03
20151130,   0.10
20151201,   0.22
20151202,  -0.05
20151203,  -0.03
20151204,  -0.92
20151207,  -1.38
20151208,  -0.52
20151209,   1.12
20151210,   0.57
20151211,  -0.73
20151214,  -1.12
20151215,   0.64
20151216,  -0.36
20151217,  -0.74
20151218,   0.11
20151221,  -0.06
20151222,   0.65
20151223,   1.45
20151224,  -0.13
20151228,  -1.06
20151229,   0.25
20151230,  -0.49
20151231,   0.98
20160104,   0.57
20160105,  -0.86
20160106,  -1.05
20160107,  -1.11
20160108,   0.01
20160111,  -0.50
20160112,  -0.10
20160113,  -1.26
20160114,   1.23
20160115,  -1.44
20160119,  -2.34
20160120,   0.51
20160121,   0.86
20160122,   1.03
20160125,  -1.52
20160126,   0.91
20160127,  -0.14
20160128,  -0.86
20160129,   0.92
20160201,   0.11
20160202,  -2.07
20160203,   0.90
20160204,   1.72
20160205,  -2.07
20160208,  -2.81
20160209,   0.24
20160210,   0.71
20160211,  -0.12
20160212,   0.89
20160216,   1.46
20160217,   1.21
20160218,  -0.41
20160219,   0.90
20160222,   0.95
20160223,  -0.08
20160224,   0.18
20160225,   0.31
20160226,   1.28
20160229,  -0.82
20160301,   1.16
20160302,   0.19
20160303,  -0.65
20160304,   0.22
20160307,  -0.56
20160308,   2.12
20160309,  -0.04
20160310,   0.53
20160311,  -0.67
20160314,   0.35
20160315,   0.89
20160316,  -1.38
20160317,  -0.77
20160318,   0.27
20160321,   0.35
20160322,   0.49
20160323,   1.98
20160324,  -0.33
20160328,   0.47
20160329,   0.20
20160330,   0.40
20160331,  -0.30
20160401,   0.56
20160404,   0.26
20160405,   0.06
20160406,   0.52
20160407,  -0.29
20160408,   0.20
20160411,   0.52
20160412,   0.22
20160413,   1.20
20160414,  -0.05
20160415,  -0.07
20160418,  -0.08
20160419,   0.67
20160420,   0.03
20160421,  -0.55
20160422,   0.02
20160425,   0.81
20160426,  -0.04
20160427,  -0.27
20160428,   0.38
20160429,   0.00
20160502,   0.33
20160503,   1.32
20160504,   0.46
20160505,  -0.03
20160506,  -0.25
20160509,   1.07
20160510,  -0.51
20160511,  -0.57
20160512,  -0.83
20160513,   0.29
20160516,   0.37
20160517,   0.12
20160518,   0.25
20160519,   0.19
20160520,   0.63
20160523,   0.42
20160524,   0.20
20160525,   0.86
20160526,  -0.09
20160527,   0.08
20160531,  -0.19
20160601,   0.17
20160602,  -0.05
20160603,   0.77
20160606,  -0.17
20160607,   0.35
20160608,   0.23
20160609,   0.18
20160610,   0.43
20160613,  -0.07
20160614,  -0.26
20160615,   0.20
20160616,  -0.30
20160617,   0.14
20160620,   0.03
20160621,  -0.06
20160622,   0.19
20160623,   0.45
20160624,  -1.12
20160627,  -1.85
20160628,   1.24
20160629,   1.10
20160630,  -0.26
20160701,   0.13
20160705,  -1.34
20160706,   0.11
20160707,   0.67
20160708,   0.94
20160711,   0.34
20160712,   1.32
20160713,   0.02
20160714,   0.44
20160715,   0.13
20160718,   0.28
20160719,  -0.02
20160720,   0.29
20160721,  -0.30
20160722,  -0.17
20160725,  -0.55
20160726,  -0.08
20160727,  -0.36
20160728,   0.25
20160729,   0.28
20160801,  -0.67
20160802,   0.48
20160803,  -0.19
20160804,   0.01
20160805,  -0.46
20160808,   0.06
20160809,  -0.16
20160810,   0.00
20160811,  -0.07
20160812,  -0.22
20160815,  -0.24
20160816,  -0.05
20160817,   0.04
20160818,  -0.08
20160819,  -0.27
20160822,   0.41
20160823,  -0.11
20160824,   0.51
20160825,   0.00
20160826,  -0.46
20160829,  -0.05
20160830,  -0.48
20160831,   0.25
20160901,   0.12
20160902,  -0.12
20160906,   0.66
20160907,   0.15
20160908,  -0.17
20160909,  -0.01
20160912,   0.34
20160913,  -0.06
20160914,  -0.15
20160915,  -0.36
20160916,   0.02
20160919,   0.22
20160920,  -0.35
20160921,   0.54
20160922,   0.35
20160923,   0.26
20160926,   0.24
20160927,  -0.21
20160928,   0.96
20160929,   0.42
20160930,   0.10
20161003,   0.08
20161004,  -0.12
20161005,  -0.42
20161006,   0.17
20161007,   0.09
20161010,  -0.11
20161011,   0.41
20161012,   0.43
20161013,   0.46
20161014,  -0.03
20161017,   0.15
20161018,   0.29
20161019,  -0.55
20161020,   0.46
20161021,  -0.33
20161024,  -0.29
20161025,   0.20
20161026,   0.12
20161027,  -0.42
20161028,   0.20
20161031,  -0.10
20161101,   0.35
20161102,  -0.10
20161103,  -0.86
20161104,   0.73
20161107,   0.65
20161108,  -0.04
20161109,   1.68
20161110,  -1.62
20161111,  -0.60
20161114,  -1.55
20161115,   1.19
20161116,   1.00
20161117,  -0.30
20161118,  -0.08
20161121,   0.55
20161122,  -0.42
20161123,  -0.52
20161125,   0.14
20161128,   0.86
20161129,  -0.23
20161130,  -0.84
20161201,  -1.96
20161202,   0.79
20161205,  -0.29
20161206,  -0.47
20161207,  -0.29
20161208,  -0.70
20161209,   0.53
20161212,   1.04
20161213,   0.43
20161214,   0.40
20161215,  -0.26
20161216,   0.35
20161219,  -0.24
20161220,  -0.43
20161221,  -0.20
20161222,  -0.56
20161223,   0.29
20161227,   0.04
20161228,  -0.02
20161229,   0.29
20161230,  -0.03
20170103,   0.85
20170104,   0.56
20170105,   0.37
20170106,  -0.10
20170109,  -0.35
20170110,   0.76
20170111,   0.32
20170112,   0.06
20170113,  -0.32
20170117,   0.21
20170118,   0.12
20170119,  -0.43
20170120,  -0.12
20170123,  -0.69
20170124,   0.39
20170125,   0.05
20170126,  -0.10
20170127,  -0.02
20170130,  -0.01
20170131,   0.17
20170201,  -0.74
20170202,   0.08
20170203,   0.48
20170206,  -0.18
20170207,  -0.37
20170208,  -0.10
20170209,   0.56
20170210,   0.39
20170213,   0.27
20170214,   0.21
20170215,  -0.23
20170216,   0.23
20170217,  -0.04
20170221,   0.31
20170222,  -0.19
20170223,   0.09
20170224,  -0.24
20170227,   0.27
20170228,  -0.15
20170301,   0.41
20170302,   0.12
20170303,  -0.18
20170306,   0.03
20170307,  -0.35
20170308,  -1.04
20170309,  -0.38
20170310,   0.03
20170313,   0.14
20170314,  -0.40
20170315,   1.02
20170316,   0.18
20170317,  -0.01
20170320,  -0.29
20170321,  -0.76
20170322,  -0.13
20170323,   0.20
20170324,  -0.11
20170327,  -0.32
20170328,   0.95
20170329,   0.22
20170330,   1.00
20170331,  -0.13
20170403,  -0.11
20170404,  -0.14
20170405,  -0.40
20170406,   0.37
20170407,  -0.01
20170410,  -0.17
20170411,   0.14
20170412,   0.26
20170413,  -0.15
20170417,   0.41
20170418,  -0.20
20170419,   0.11
20170420,   0.30
20170421,   0.00
20170424,   0.31
20170425,   0.22
20170426,  -0.48
20170427,  -0.27
20170428,   0.23
20170501,  -0.42
20170502,  -0.29
20170503,   0.16
20170504,  -0.61
20170505,   0.81
20170508,   0.00
20170509,  -0.51
20170510,   0.45
20170511,   0.06
20170512,  -0.40
20170515,   0.00
20170516,  -0.52
20170517,   1.20
20170518,  -0.13
20170519,   0.12
20170522,  -0.15
20170523,   0.13
20170524,  -0.30
20170525,  -0.62
20170526,   0.03
20170530,  -0.38
20170531,  -0.10
20170601,   0.65
20170602,  -0.54
20170605,  -0.02
20170606,  -0.03
20170607,  -0.09
20170608,   0.16
20170609,   2.57
20170612,   0.56
20170613,   0.43
20170614,  -0.55
20170615,  -0.50
20170616,   0.10
20170619,   0.26
20170620,  -0.16
20170621,  -0.64
20170622,  -0.33
20170623,   0.26
20170626,   0.39
20170627,   0.35
20170628,   0.00
20170629,  -0.42
20170630,   0.34
20170703,  -0.61
20170705,   0.07
20170706,   0.30
20170707,   0.15
20170710,   0.55
20170711,   0.15
20170712,  -0.19
20170713,   0.24
20170714,   0.12
20170717,   0.22
20170718,  -0.22
20170719,  -0.10
20170720,  -0.05
20170721,   0.23
20170724,  -0.36
20170725,  -0.05
20170726,   0.31
20170727,   0.44
20170728,  -0.04
20170731,   0.23
20170801,  -0.08
20170802,   0.21
20170803,  -0.13
20170804,   0.22
20170807,  -0.34
20170808,  -0.02
20170809,  -0.19
20170810,  -0.08
20170811,   0.29
20170814,  -0.01
20170815,  -0.22
20170816,   0.13
20170817,  -0.21
20170818,   0.18
20170821,  -0.31
20170822,   0.24
20170823,   0.02
20170824,   0.04
20170825,   0.16
20170828,  -0.22
20170829,  -0.19
20170830,  -0.06
20170831,  -0.10
20170901,   0.39
20170905,  -0.37
20170906,   0.15
20170907,  -1.55
20170908,   0.39
20170911,   0.48
20170912,   0.80
20170913,   0.23
20170914,  -0.21
20170915,   0.47
20170918,  -0.20
20170919,  -0.01
20170920,  -0.18
20170921,  -0.17
20170922,  -0.33
20170925,  -0.41
20170926,   0.10
20170927,  -0.20
20170928,  -0.04
20170929,   0.19
20171002,   0.10
20171003,   0.26
20171004,   0.60
20171005,   0.09
20171006,   0.03
20171009,  -0.14
20171010,  -0.18
20171011,  -0.11
20171012,  -0.19
20171013,  -0.08
20171016,  -0.14
20171017,   0.61
20171018,  -0.45
20171019,   0.20
20171020,  -0.21
20171023,  -0.26
20171024,  -0.46
20171025,  -0.27
20171026,  -0.68
20171027,  -0.41
20171030,  -0.09
20171031,   0.08
20171101,  -0.08
20171102,  -0.52
20171103,  -0.33
20171106,  -0.21
20171107,   0.08
20171108,  -0.22
20171109,   0.10
20171110,  -0.03
20171113,  -0.11
20171114,  -0.40
20171115,   0.68
20171116,   0.08
20171117,   0.20
20171120,  -0.25
20171121,  -0.19
20171122,   0.15
20171124,  -0.48
20171127,   0.26
20171128,   0.80
20171129,   0.58
20171130,   0.34
20171201,   0.11
20171204,  -1.01
20171205,   0.76
20171206,   0.34
20171207,   0.39
20171208,   0.15
20171211,   0.82
20171212,  -0.53
20171213,   0.42
20171214,   0.40
20171215,   0.12
20171218,  -0.47
20171219,  -0.15
20171220,  -0.11
20171221,  -0.56
20171222,  -0.01
20171226,  -0.47
20171227,   0.29
20171228,   0.08
20171229,  -0.05
20180102,  -0.24
20180103,   0.14
20180104,   0.36
20180105,  -0.10
20180108,  -0.02
20180109,   0.08
20180110,  -0.16
20180111,  -0.70
20180112,  -0.38
20180116,   0.86
20180117,  -0.06
20180118,  -0.04
20180119,   0.08
20180122,  -0.46
20180123,  -0.21
20180124,   0.10
20180125,  -0.16
20180126,  -0.30
20180129,  -0.64
20180130,   0.78
20180131,  -0.06
