,LT_Rev
20001019,  -0.57
20001020,   0.17
20001023,   1.01
20001024,  -0.05
20001025,   0.11
20001026,   0.12
20001027,   0.05
20001030,   0.31
20001031,  -1.42
20001101,   0.29
20001102,  -0.43
20001103,  -0.10
20001106,   0.52
20001107,   0.14
20001108,   1.30
20001109,  -0.34
20001110,   1.57
20001113,  -0.70
20001114,  -1.20
20001115,   0.54
20001116,   0.54
20001117,  -0.43
20001120,   0.42
20001121,  -0.34
20001122,   0.57
20001124,  -0.72
20001127,  -0.36
20001128,   0.71
20001129,  -0.24
20001130,   1.11
20001201,  -0.44
20001204,  -0.05
20001205,  -2.70
20001206,   0.65
20001207,   0.12
20001208,  -0.56
20001211,  -0.70
20001212,  -0.02
20001213,   1.14
20001214,   0.87
20001215,   0.44
20001218,   1.13
20001219,   1.43
20001220,   2.14
20001221,   0.26
20001222,  -1.60
20001226,   0.88
20001227,  -0.23
20001228,  -0.14
20001229,   0.53
20010102,   2.14
20010103,  -5.01
20010104,  -0.64
20010105,   1.93
20010108,   1.50
20010109,   0.45
20010110,  -0.58
20010111,  -2.20
20010112,   0.23
20010116,   0.54
20010117,  -1.22
20010118,  -1.45
20010119,  -0.17
20010122,   1.14
20010123,  -0.46
20010124,  -0.49
20010125,   1.10
20010126,  -0.19
20010129,  -0.08
20010130,  -0.32
20010131,   0.25
20010201,   1.09
20010202,   1.72
20010205,   0.78
20010206,  -0.14
20010207,   1.44
20010208,   0.78
20010209,   1.18
20010212,  -0.53
20010213,   1.05
20010214,  -1.13
20010215,  -0.80
20010216,   1.58
20010220,   1.55
20010221,   0.81
20010222,   0.34
20010223,  -0.28
20010226,  -0.22
20010227,   1.74
20010228,   1.46
20010301,  -0.37
20010302,   0.99
20010305,  -0.02
20010306,  -1.20
20010307,   0.92
20010308,   1.32
20010309,   2.19
20010312,   1.87
20010313,  -2.31
20010314,   0.06
20010315,  -0.35
20010316,   1.57
20010319,  -1.12
20010320,   0.87
20010321,   0.31
20010322,  -1.84
20010323,  -1.27
20010326,   0.05
20010327,  -1.00
20010328,   1.70
20010329,   1.55
20010330,  -0.13
20010402,   0.76
20010403,   1.44
20010404,   1.14
20010405,  -2.99
20010406,   0.82
20010409,   0.18
20010410,  -1.56
20010411,  -1.81
20010412,  -1.15
20010416,   0.97
20010417,   0.53
20010418,  -3.93
20010419,  -1.60
20010420,   0.36
20010423,   1.14
20010424,   1.50
20010425,  -0.63
20010426,   0.97
20010427,  -0.64
20010430,   0.22
20010501,  -0.66
20010502,  -0.25
20010503,   0.87
20010504,  -0.14
20010507,   0.01
20010508,   0.22
20010509,   0.53
20010510,   0.60
20010511,   0.44
20010514,   0.37
20010515,   0.17
20010516,  -0.78
20010517,  -0.04
20010518,   0.05
20010521,  -0.88
20010522,  -0.29
20010523,   0.49
20010524,   0.51
20010525,   0.65
20010529,   0.88
20010530,   1.31
20010531,  -0.02
20010601,  -0.38
20010604,   0.00
20010605,  -0.87
20010606,   0.04
20010607,  -1.11
20010608,   0.44
20010611,   0.69
20010612,   0.09
20010613,   1.07
20010614,   0.86
20010615,   0.89
20010618,   0.88
20010619,  -0.05
20010620,  -0.50
20010621,  -0.07
20010622,  -0.02
20010625,  -0.42
20010626,   0.29
20010627,   0.13
20010628,  -0.83
20010629,  -0.18
20010702,  -0.12
20010703,   0.32
20010705,   1.05
20010706,   1.13
20010709,  -0.47
20010710,   1.36
20010711,   0.41
20010712,  -1.60
20010713,  -0.04
20010716,   1.11
20010717,  -0.17
20010718,   1.02
20010719,  -0.21
20010720,  -0.17
20010723,   0.56
20010724,   0.31
20010725,  -0.46
20010726,  -1.07
20010727,  -0.64
20010730,   0.21
20010731,   0.19
20010801,  -0.31
20010802,  -0.45
20010803,   0.59
20010806,   0.35
20010807,   0.42
20010808,   0.90
20010809,  -0.18
20010810,   0.06
20010813,   0.12
20010814,   0.75
20010815,   0.73
20010816,   0.29
20010817,   0.89
20010820,  -0.15
20010821,   1.22
20010822,  -0.27
20010823,   0.20
20010824,  -1.18
20010827,  -0.02
20010828,   0.79
20010829,   0.63
20010830,   0.80
20010831,   0.24
20010904,   0.95
20010905,   0.61
20010906,   0.66
20010907,  -0.37
20010910,  -0.94
20010917,  -0.06
20010918,   0.61
20010919,  -0.34
20010920,  -0.74
20010921,  -0.27
20010924,  -1.20
20010925,   0.12
20010926,   0.21
20010927,   0.60
20010928,   0.35
20011001,  -0.18
20011002,  -0.07
20011003,  -1.44
20011004,  -0.47
20011005,   0.27
20011008,  -0.37
20011009,   0.04
20011010,  -0.28
20011011,  -0.97
20011012,  -0.49
20011015,   0.41
20011016,  -0.28
20011017,   0.15
20011018,   0.42
20011019,   0.32
20011022,  -0.45
20011023,   0.20
20011024,  -0.31
20011025,  -0.65
20011026,   0.68
20011029,   0.70
20011030,   0.67
20011031,  -0.11
20011101,  -0.15
20011102,   0.09
20011105,  -0.73
20011106,  -0.44
20011107,  -0.33
20011108,  -0.22
20011109,   0.14
20011112,  -0.19
20011113,  -0.81
20011114,  -0.16
20011115,   0.51
20011116,   0.40
20011119,  -0.22
20011120,   0.72
20011121,   0.17
20011123,   0.19
20011126,  -0.46
20011127,   0.10
20011128,   0.90
20011129,   0.08
20011130,   0.35
20011203,   0.58
20011204,  -0.79
20011205,  -0.21
20011206,   0.21
20011207,   0.24
20011210,   0.34
20011211,   0.20
20011212,  -0.15
20011213,   0.57
20011214,   0.43
20011217,  -0.39
20011218,  -0.04
20011219,  -0.62
20011220,   0.62
20011221,   0.12
20011224,  -0.01
20011226,  -0.19
20011227,  -0.39
20011228,  -0.10
20011231,   0.59
20020102,  -0.13
20020103,   0.29
20020104,   0.47
20020107,   0.48
20020108,   0.71
20020109,   0.38
20020110,   0.08
20020111,   0.32
20020114,  -0.26
20020115,  -0.15
20020116,   0.40
20020117,   0.10
20020118,   0.67
20020122,   0.17
20020123,   0.33
20020124,   0.38
20020125,   0.79
20020128,   0.62
20020129,   0.85
20020130,  -0.02
20020131,   0.43
20020201,  -0.24
20020204,   1.00
20020205,   0.05
20020206,   0.16
20020207,   0.23
20020208,  -0.39
20020211,  -0.09
20020212,  -0.22
20020213,  -0.36
20020214,   0.11
20020215,   0.68
20020219,   0.36
20020220,   0.39
20020221,   0.73
20020222,   0.68
20020225,  -0.35
20020226,  -0.02
20020227,   0.35
20020228,   0.39
20020301,  -0.55
20020304,  -1.01
20020305,   0.05
20020306,   0.17
20020307,   0.08
20020308,  -0.30
20020311,   0.03
20020312,   0.59
20020313,   0.57
20020314,   0.26
20020315,   0.00
20020318,  -0.03
20020319,   0.57
20020320,   0.68
20020321,   0.09
20020322,   0.18
20020325,   0.57
20020326,   0.44
20020327,   0.27
20020328,   0.01
20020401,  -0.07
20020402,   0.37
20020403,   0.00
20020404,   0.22
20020405,   0.40
20020408,   0.27
20020409,   0.67
20020410,   0.51
20020411,   1.14
20020412,   0.06
20020415,  -0.05
20020416,  -0.32
20020417,   0.43
20020418,  -0.23
20020419,   0.48
20020422,   0.53
20020423,   0.42
20020424,   0.40
20020425,   0.50
20020426,   0.54
20020429,  -0.02
20020430,   0.22
20020501,   0.13
20020502,   0.83
20020503,   0.72
20020506,   0.72
20020507,   0.51
20020508,  -2.69
20020509,   0.97
20020510,   0.85
20020513,  -0.88
20020514,  -1.12
20020515,  -0.07
20020516,   0.10
20020517,  -0.62
20020520,   0.58
20020521,   0.65
20020522,   0.02
20020523,  -0.15
20020524,   0.43
20020528,  -0.05
20020529,   0.62
20020530,   0.13
20020531,   0.62
20020603,   0.74
20020604,  -0.43
20020605,   0.19
20020606,   0.23
20020607,  -0.11
20020610,  -0.09
20020611,   0.80
20020612,  -0.36
20020613,   0.26
20020614,  -0.19
20020617,  -0.68
20020618,   0.00
20020619,   0.72
20020620,   1.27
20020621,   1.23
20020624,  -0.75
20020625,  -0.04
20020626,  -0.39
20020627,  -0.11
20020628,   0.53
20020701,   1.38
20020702,   0.15
20020703,  -0.73
20020705,  -1.24
20020708,   0.76
20020709,   0.94
20020710,   0.80
20020711,  -1.85
20020712,  -0.87
20020715,  -0.69
20020716,  -0.07
20020717,  -0.41
20020718,   0.33
20020719,  -0.71
20020722,   0.87
20020723,   0.14
20020724,  -0.73
20020725,   0.59
20020726,  -1.28
20020729,  -0.59
20020730,  -1.22
20020731,   0.04
20020801,   1.03
20020802,  -0.10
20020805,   0.25
20020806,  -0.74
20020807,  -0.14
20020808,  -0.42
20020809,   0.04
20020812,  -0.24
20020813,   0.53
20020814,  -1.21
20020815,  -0.56
20020816,   0.39
20020819,  -1.18
20020820,  -0.29
20020821,   0.02
20020822,   0.07
20020823,   0.10
20020826,   0.51
20020827,   0.68
20020828,  -0.49
20020829,  -0.46
20020830,   0.93
20020903,   0.68
20020904,  -0.14
20020905,  -0.11
20020906,   0.23
20020909,  -0.28
20020910,   0.11
20020911,   0.20
20020912,   0.34
20020913,  -0.48
20020916,  -0.25
20020917,  -0.20
20020918,  -0.44
20020919,  -0.14
20020920,   0.54
20020923,  -0.80
20020924,  -0.81
20020925,  -0.34
20020926,  -0.62
20020927,   0.05
20020930,  -0.11
20021001,  -0.01
20021002,  -0.39
20021003,   0.45
20021004,  -0.06
20021007,  -1.10
20021008,  -0.71
20021009,  -0.98
20021010,  -0.33
20021011,  -0.47
20021014,  -0.40
20021015,   0.02
20021016,  -0.36
20021017,   0.15
20021018,  -0.04
20021021,   0.38
20021022,  -0.11
20021023,   0.76
20021024,   0.42
20021025,  -0.28
20021028,   0.16
20021029,  -0.15
20021030,   0.45
20021031,   0.25
20021101,   0.64
20021104,  -0.38
20021105,   0.05
20021106,   0.74
20021107,   0.16
20021108,  -0.06
20021111,  -0.22
20021112,   0.32
20021113,  -0.28
20021114,  -0.03
20021115,   0.28
20021118,   0.10
20021119,   0.42
20021120,  -0.41
20021121,  -0.60
20021122,   0.18
20021125,   0.03
20021126,   0.77
20021127,   0.23
20021129,   0.21
20021202,   0.20
20021203,   0.25
20021204,   0.55
20021205,   0.32
20021206,   0.04
20021209,   0.20
20021210,   0.32
20021211,   0.14
20021212,  -0.05
20021213,   0.47
20021216,  -0.27
20021217,  -0.38
20021218,   0.39
20021219,   0.20
20021220,  -0.33
20021223,   0.02
20021224,  -0.07
20021226,   0.28
20021227,   0.09
20021230,  -0.16
20021231,   0.42
20030102,  -0.43
20030103,   0.06
20030106,  -0.11
20030107,  -0.36
20030108,   0.43
20030109,  -0.60
20030110,   0.02
20030113,   0.22
20030114,   0.02
20030115,   0.31
20030116,   0.47
20030117,   0.51
20030121,   0.05
20030122,  -0.16
20030123,  -1.16
20030124,   0.47
20030127,  -0.33
20030128,  -0.26
20030129,  -0.30
20030130,   0.36
20030131,   0.86
20030203,  -0.26
20030204,   0.19
20030205,  -0.06
20030206,  -0.18
20030207,  -0.14
20030210,   0.39
20030211,  -0.46
20030212,   0.15
20030213,  -0.03
20030214,  -0.57
20030218,  -0.24
20030219,  -0.22
20030220,   0.18
20030221,  -0.16
20030224,  -0.09
20030225,   0.23
20030226,   0.21
20030227,  -0.33
20030228,  -0.38
20030303,   0.00
20030304,   0.00
20030305,  -0.45
20030306,  -0.24
20030307,  -0.20
20030310,  -0.18
20030311,  -0.25
20030312,  -0.22
20030313,  -0.81
20030314,  -0.04
20030317,  -0.31
20030318,  -0.03
20030319,  -0.03
20030320,  -0.16
20030321,   0.21
20030324,  -0.29
20030325,   0.02
20030326,  -0.33
20030327,   0.10
20030328,   0.23
20030331,   0.55
20030401,   0.12
20030402,  -0.38
20030403,  -0.34
20030404,   0.28
20030407,   0.01
20030408,  -0.13
20030409,   0.09
20030410,  -0.09
20030411,   0.27
20030414,  -0.03
20030415,  -0.42
20030416,  -0.31
20030417,  -0.13
20030421,   0.14
20030422,  -0.09
20030423,   0.45
20030424,  -0.08
20030425,   0.17
20030428,   0.28
20030429,   0.00
20030430,   0.29
20030501,   0.24
20030502,   0.19
20030505,   0.50
20030506,   0.21
20030507,   0.41
20030508,   0.06
20030509,   0.23
20030512,   0.20
20030513,   0.44
20030514,   0.41
20030515,   0.37
20030516,   0.29
20030519,   0.01
20030520,  -0.27
20030521,   0.13
20030522,   0.06
20030523,   0.28
20030527,  -0.26
20030528,  -0.07
20030529,   0.18
20030530,   0.06
20030602,   0.57
20030603,  -0.22
20030604,   0.47
20030605,   0.13
20030606,   0.49
20030609,   0.26
20030610,  -0.24
20030611,   0.11
20030612,   0.50
20030613,   0.05
20030616,  -0.12
20030617,  -0.01
20030618,   0.04
20030619,  -0.08
20030620,   0.11
20030623,  -0.39
20030624,  -0.24
20030625,   0.06
20030626,   0.25
20030627,  -0.32
20030630,   0.11
20030701,   0.14
20030702,   0.28
20030703,  -0.12
20030707,  -0.04
20030708,  -0.02
20030709,   0.55
20030710,  -0.12
20030711,   0.14
20030714,   0.39
20030715,   0.01
20030716,  -0.31
20030717,  -0.41
20030718,   0.36
20030721,  -0.34
20030722,   0.41
20030723,  -0.16
20030724,  -0.36
20030725,   0.14
20030728,   0.11
20030729,   0.19
20030730,  -0.03
20030731,   0.29
20030801,   0.00
20030804,  -0.14
20030805,  -0.40
20030806,  -0.35
20030807,  -0.47
20030808,   0.25
20030811,  -0.10
20030812,   0.08
20030813,  -0.08
20030814,   0.29
20030815,  -0.14
20030818,   0.13
20030819,   0.15
20030820,   0.00
20030821,   0.17
20030822,  -0.21
20030825,  -0.13
20030826,   0.17
20030827,   0.10
20030828,  -0.08
20030829,   0.19
20030902,   0.22
20030903,   0.36
20030904,   0.22
20030905,   0.22
20030908,   0.15
20030909,   0.33
20030910,  -0.11
20030911,  -0.04
20030912,   0.40
20030915,  -0.35
20030916,   0.30
20030917,   0.11
20030918,   0.27
20030919,   0.08
20030922,  -0.15
20030923,   0.02
20030924,  -0.26
20030925,  -0.59
20030926,  -0.18
20030929,   0.27
20030930,  -0.28
20031001,  -0.11
20031002,   0.12
20031003,   0.39
20031006,   0.35
20031007,   0.18
20031008,  -0.16
20031009,   0.28
20031010,   0.09
20031013,   0.11
20031014,  -0.04
20031015,   0.50
20031016,   0.26
20031017,  -0.11
20031020,   0.12
20031021,   0.16
20031022,  -0.25
20031023,  -0.59
20031024,  -0.25
20031027,   0.92
20031028,   0.10
20031029,   0.26
20031030,   0.25
20031031,   0.25
20031103,   0.21
20031104,   0.21
20031105,   0.08
20031106,   0.10
20031107,   0.22
20031110,  -0.30
20031111,   0.04
20031112,   0.39
20031113,  -0.20
20031114,  -0.05
20031117,  -0.57
20031118,  -0.04
20031119,   0.20
20031120,  -0.18
20031121,   0.33
20031124,   0.08
20031125,   0.32
20031126,   0.40
20031128,   0.21
20031201,   0.17
20031202,   0.17
20031203,  -0.06
20031204,  -0.19
20031205,  -0.35
20031208,  -0.12
20031209,  -0.37
20031210,   0.06
20031211,   0.45
20031212,   0.24
20031215,  -0.05
20031216,  -0.04
20031217,  -0.24
20031218,   0.40
20031219,  -0.01
20031222,   0.14
20031223,   0.29
20031224,  -0.08
20031226,   0.09
20031229,   0.20
20031230,   0.15
20031231,   0.30
20040102,   0.64
20040105,   0.99
20040106,   0.57
20040107,   0.40
20040108,   0.86
20040109,  -0.16
20040112,   0.59
20040113,  -0.08
20040114,   0.28
20040115,   0.00
20040116,   0.64
20040120,   0.35
20040121,  -0.55
20040122,  -0.46
20040123,  -0.49
20040126,   0.24
20040127,  -0.28
20040128,  -0.47
20040129,  -0.77
20040130,  -0.11
20040202,  -0.20
20040203,  -0.09
20040204,  -0.88
20040205,   0.30
20040206,   0.54
20040209,  -0.24
20040210,   0.08
20040211,   0.20
20040212,  -0.21
20040213,  -0.47
20040217,   0.27
20040218,  -0.21
20040219,  -0.28
20040220,  -0.26
20040223,  -0.62
20040224,  -0.52
20040225,   0.34
20040226,  -0.18
20040227,  -0.10
20040301,  -0.01
20040302,  -0.15
20040303,  -0.30
20040304,   0.58
20040305,  -0.60
20040308,  -0.49
20040309,  -0.41
20040310,  -0.67
20040311,  -0.33
20040312,   0.43
20040315,  -0.70
20040316,  -0.05
20040317,   0.40
20040318,  -0.09
20040319,  -0.25
20040322,  -0.44
20040323,  -0.07
20040324,   0.08
20040325,   0.80
20040326,   0.29
20040329,   0.42
20040330,   0.02
20040331,  -0.20
20040401,   0.16
20040402,   0.91
20040405,   0.27
20040406,  -0.15
20040407,  -0.31
20040408,   0.16
20040412,   0.13
20040413,  -0.19
20040414,  -0.01
20040415,  -0.47
20040416,  -0.56
20040419,   0.28
20040420,  -0.26
20040421,   0.26
20040422,  -0.02
20040423,   0.55
20040426,  -0.54
20040427,  -0.54
20040428,  -0.54
20040429,  -0.60
20040430,  -0.81
20040503,  -0.14
20040504,   0.56
20040505,  -0.21
20040506,  -0.14
20040507,   0.19
20040510,  -0.04
20040511,   0.40
20040512,  -0.25
20040513,   0.05
20040514,  -0.56
20040517,  -0.42
20040518,   0.42
20040519,   0.62
20040520,   0.13
20040521,   0.07
20040524,  -0.15
20040525,   0.13
20040526,   0.07
20040527,   0.43
20040528,  -0.04
20040601,  -0.14
20040602,  -0.03
20040603,  -0.22
20040604,   0.46
20040607,   0.43
20040608,   0.34
20040609,  -0.02
20040610,   0.15
20040614,  -0.30
20040615,   0.42
20040616,  -0.18
20040617,  -0.02
20040618,   0.25
20040621,  -0.18
20040622,   0.44
20040623,   0.45
20040624,  -0.31
20040625,  -0.02
20040628,  -0.09
20040629,   0.42
20040630,   0.03
20040701,  -0.49
20040702,  -0.39
20040706,  -0.92
20040707,   0.04
20040708,  -0.28
20040709,   0.40
20040712,  -0.19
20040713,  -0.03
20040714,  -0.49
20040715,  -0.27
20040716,  -0.38
20040719,   0.26
20040720,   0.36
20040721,  -0.21
20040722,   0.48
20040723,  -0.66
20040726,   0.26
20040727,   0.14
20040728,  -0.03
20040729,  -0.05
20040730,   0.19
20040802,  -0.02
20040803,  -0.60
20040804,   0.15
20040805,  -0.25
20040806,  -0.79
20040809,  -0.05
20040810,   0.08
20040811,  -1.16
20040812,  -0.67
20040813,   0.29
20040816,   0.25
20040817,   0.20
20040818,   0.64
20040819,  -0.29
20040820,   0.01
20040823,   0.11
20040824,  -0.27
20040825,   0.29
20040826,  -0.15
20040827,   0.05
20040830,  -0.26
20040831,  -0.21
20040901,  -0.25
20040902,   0.03
20040903,  -0.71
20040907,   0.04
20040908,   0.09
20040909,   0.74
20040910,   0.47
20040913,   0.06
20040914,  -0.02
20040915,  -0.59
20040916,   0.04
20040917,   0.07
20040920,   0.04
20040921,  -0.13
20040922,  -0.15
20040923,   0.18
20040924,  -0.59
20040927,  -0.18
20040928,  -0.18
20040929,   0.29
20040930,  -0.17
20041001,   0.64
20041004,   0.54
20041005,   0.19
20041006,  -0.03
20041007,  -0.15
20041008,  -0.29
20041011,  -0.05
20041012,  -0.19
20041013,   0.21
20041014,  -0.36
20041015,  -0.20
20041018,   0.21
20041019,   0.22
20041020,  -0.19
20041021,   0.65
20041022,  -0.75
20041025,   0.22
20041026,  -0.08
20041027,  -0.02
20041028,   0.25
20041029,   0.01
20041101,   0.01
20041102,   0.12
20041103,  -0.49
20041104,  -0.48
20041105,   0.05
20041108,  -0.04
20041109,  -0.02
20041110,  -0.59
20041111,   0.23
20041112,   0.22
20041115,   0.52
20041116,   0.09
20041117,   0.17
20041118,   0.17
20041119,  -0.45
20041122,  -0.15
20041123,  -0.22
20041124,   0.10
20041126,  -0.22
20041129,  -0.05
20041130,  -0.28
20041201,   0.63
20041202,   0.43
20041203,   0.21
20041206,   0.33
20041207,   0.07
20041208,  -0.52
20041209,  -0.18
20041210,  -0.19
20041213,  -0.05
20041214,   0.13
20041215,   0.09
20041216,   0.06
20041217,  -0.63
20041220,  -0.24
20041221,   0.23
20041222,   0.04
20041223,   0.07
20041227,   0.43
20041228,  -0.44
20041229,   0.03
20041230,   0.11
20041231,   0.01
20050103,   0.34
20050104,  -0.65
20050105,  -0.04
20050106,  -0.17
20050107,   0.13
20050110,  -0.41
20050111,  -0.75
20050112,   0.30
20050113,  -0.40
20050114,   0.14
20050118,  -0.09
20050119,  -0.71
20050120,   0.03
20050121,  -0.26
20050124,  -0.18
20050125,   0.28
20050126,   0.00
20050127,  -0.19
20050128,  -0.12
20050131,  -0.27
20050201,  -0.41
20050202,   0.03
20050203,  -0.31
20050204,   0.03
20050207,   0.22
20050208,   0.16
20050209,  -0.25
20050210,  -0.52
20050211,   0.38
20050214,   0.10
20050215,   0.18
20050216,  -0.30
20050217,  -0.15
20050218,   0.12
20050222,   0.18
20050223,  -0.45
20050224,  -0.40
20050225,  -0.34
20050228,  -0.32
20050301,   0.18
20050302,  -0.16
20050303,  -0.47
20050304,  -0.44
20050307,   0.41
20050308,  -0.32
20050309,   0.52
20050310,   0.24
20050311,  -0.61
20050314,   0.15
20050315,  -0.57
20050316,  -0.11
20050317,  -0.21
20050318,  -0.01
20050321,   0.25
20050322,  -0.12
20050323,   0.46
20050324,  -0.12
20050328,  -0.13
20050329,  -0.18
20050330,   0.16
20050331,  -0.24
20050401,  -0.46
20050404,  -0.02
20050405,  -0.42
20050406,  -0.03
20050407,   0.55
20050408,   0.17
20050411,  -0.10
20050412,   0.03
20050413,  -0.02
20050414,   0.20
20050415,  -0.25
20050418,  -0.41
20050419,   0.04
20050420,   0.14
20050421,   0.41
20050422,  -0.31
20050425,  -0.33
20050426,   0.04
20050427,  -0.20
20050428,  -0.11
20050429,   0.15
20050502,  -0.36
20050503,   0.29
20050504,  -0.12
20050505,  -0.42
20050506,   0.09
20050509,   0.00
20050510,  -0.07
20050511,  -0.13
20050512,   0.42
20050513,   0.57
20050516,  -0.47
20050517,  -0.18
20050518,  -0.02
20050519,   0.36
20050520,   0.19
20050523,  -0.04
20050524,   0.20
20050525,   0.25
20050526,   0.27
20050527,  -0.19
20050531,  -0.12
20050601,  -0.04
20050602,   0.16
20050603,  -0.29
20050606,  -0.22
20050607,  -0.32
20050608,   0.31
20050609,   0.13
20050610,   0.15
20050613,   0.05
20050614,  -0.17
20050615,  -0.12
20050616,  -0.08
20050617,  -0.08
20050620,   0.03
20050621,   0.05
20050622,   0.02
20050623,   0.27
20050624,  -0.23
20050627,  -0.72
20050628,  -0.13
20050629,   0.04
20050630,  -0.12
20050701,  -0.06
20050705,  -0.10
20050706,   0.32
20050707,  -0.22
20050708,   0.50
20050711,   0.00
20050712,   0.22
20050713,   0.32
20050714,   0.65
20050715,  -0.14
20050718,   0.11
20050719,   0.21
20050720,  -0.13
20050721,  -0.07
20050722,  -0.56
20050725,   0.02
20050726,   0.31
20050727,   0.03
20050728,  -0.66
20050729,   0.00
20050801,   0.06
20050802,   0.10
20050803,   0.19
20050804,  -0.05
20050805,   0.52
20050808,  -0.19
20050809,   0.26
20050810,  -0.34
20050811,   0.09
20050812,  -0.32
20050815,  -0.02
20050816,   0.39
20050817,   0.46
20050818,  -0.08
20050819,  -0.03
20050822,   0.18
20050823,   0.19
20050824,  -0.04
20050825,   0.00
20050826,   0.14
20050829,   0.03
20050830,   0.05
20050831,  -0.42
20050901,  -0.33
20050902,  -0.03
20050906,   0.22
20050907,  -0.02
20050908,   0.32
20050909,  -0.09
20050912,   0.09
20050913,   0.36
20050914,  -0.10
20050915,  -0.13
20050916,  -0.02
20050919,  -0.02
20050920,   0.55
20050921,  -0.16
20050922,  -0.47
20050923,  -0.27
20050926,  -0.33
20050927,  -0.17
20050928,   0.25
20050929,  -0.09
20050930,   0.11
20051003,   0.00
20051004,   0.51
20051005,   0.23
20051006,  -0.35
20051007,  -0.63
20051010,   0.17
20051011,  -0.49
20051012,   0.02
20051013,   0.31
20051014,  -0.30
20051017,  -0.31
20051018,   0.45
20051019,  -0.53
20051020,  -0.02
20051021,  -0.18
20051024,  -0.15
20051025,   0.00
20051026,   0.34
20051027,   0.16
20051028,  -0.53
20051031,  -0.35
20051101,  -0.31
20051102,  -0.37
20051103,   0.42
20051104,   0.49
20051107,   0.09
20051108,   0.28
20051109,   0.05
20051110,  -0.41
20051111,  -0.07
20051114,   0.06
20051115,   0.17
20051116,  -0.32
20051117,  -0.11
20051118,   0.40
20051121,  -0.26
20051122,  -0.21
20051123,   0.08
20051125,  -0.08
20051128,   0.40
20051129,  -0.30
20051130,   0.15
20051201,  -0.20
20051202,  -0.09
20051205,  -0.18
20051206,  -0.18
20051207,   0.18
20051208,  -0.19
20051209,   0.04
20051212,  -0.14
20051213,  -0.07
20051214,  -0.09
20051215,   0.30
20051216,  -0.04
20051219,   0.21
20051220,  -0.30
20051221,  -0.10
20051222,   0.22
20051223,   0.14
20051227,   0.05
20051228,  -0.12
20051229,   0.04
20051230,   0.06
20060103,  -0.01
20060104,   0.22
20060105,   0.45
20060106,   0.08
20060109,  -0.06
20060110,  -0.10
20060111,   0.57
20060112,   0.00
20060113,  -0.10
20060117,  -0.29
20060118,   0.21
20060119,   0.38
20060120,  -0.41
20060123,  -0.18
20060124,  -0.27
20060125,   0.34
20060126,   0.16
20060127,   0.01
20060130,   0.17
20060131,  -0.44
20060201,   0.59
20060202,   0.09
20060203,  -0.13
20060206,  -0.07
20060207,   0.27
20060208,   0.62
20060209,   0.31
20060210,   0.07
20060213,   0.03
20060214,  -0.11
20060215,  -0.05
20060216,  -0.01
20060217,  -0.04
20060221,  -0.44
20060222,  -0.14
20060223,  -0.15
20060224,  -0.11
20060227,   0.38
20060228,   0.14
20060301,   0.42
20060302,  -0.05
20060303,   0.12
20060306,   0.49
20060307,   0.08
20060308,   0.38
20060309,   0.05
20060310,  -0.05
20060313,  -0.05
20060314,  -0.29
20060315,  -0.04
20060316,  -0.22
20060317,  -0.27
20060320,   0.18
20060321,   0.18
20060322,  -0.15
20060323,  -0.20
20060324,   0.06
20060327,  -0.10
20060328,  -0.42
20060329,  -0.02
20060330,   0.21
20060331,   0.08
20060403,   0.13
20060404,  -0.24
20060405,  -0.11
20060406,  -0.03
20060407,  -0.10
20060410,  -0.31
20060411,  -0.23
20060412,   0.15
20060413,   0.21
20060417,  -0.59
20060418,   0.30
20060419,  -0.36
20060420,   0.35
20060421,  -0.38
20060424,   0.20
20060425,   0.43
20060426,   0.33
20060427,   0.42
20060428,  -0.76
20060501,  -0.04
20060502,  -0.13
20060503,   0.16
20060504,   0.22
20060505,   0.01
20060508,   0.25
20060509,   0.12
20060510,  -0.50
20060511,  -0.53
20060512,  -0.05
20060515,  -0.22
20060516,  -0.09
20060517,  -0.19
20060518,   0.17
20060519,   0.31
20060522,  -0.23
20060523,  -0.20
20060524,   0.20
20060525,   0.03
20060526,   0.16
20060530,  -0.02
20060531,   0.01
20060601,   0.11
20060602,  -0.17
20060605,   0.41
20060606,   0.24
20060607,   0.05
20060608,  -0.18
20060609,  -0.23
20060612,   0.12
20060613,  -0.09
20060614,   0.07
20060615,  -0.35
20060616,  -0.11
20060619,   0.70
20060620,   0.17
20060621,  -0.43
20060622,  -0.40
20060623,  -0.75
20060626,  -0.07
20060627,  -0.34
20060628,  -0.23
20060629,  -0.12
20060630,  -0.11
20060703,  -0.03
20060705,   0.07
20060706,   0.07
20060707,   0.04
20060710,  -0.45
20060711,  -0.12
20060712,  -0.17
20060713,  -0.06
20060714,  -0.08
20060717,   0.42
20060718,   0.05
20060719,   0.21
20060720,   0.72
20060721,   0.16
20060724,  -0.33
20060725,  -0.27
20060726,   0.55
20060727,   0.41
20060728,   0.33
20060731,  -0.29
20060801,  -0.29
20060802,  -0.24
20060803,   0.05
20060804,  -0.02
20060807,  -0.13
20060808,   0.17
20060809,   0.39
20060810,   0.38
20060811,  -0.02
20060814,   0.77
20060815,  -0.08
20060816,  -0.11
20060817,   0.35
20060818,  -0.07
20060821,   0.04
20060822,  -0.06
20060823,   0.59
20060824,   0.16
20060825,   0.02
20060828,   0.42
20060829,   0.45
20060830,   0.31
20060831,  -0.36
20060901,  -0.17
20060905,  -0.31
20060906,   0.57
