,LT_Rev
19720921,  -0.15
19720922,  -0.23
19720925,  -0.37
19720926,   0.03
19720927,   0.14
19720928,  -0.46
19720929,  -0.42
19721002,  -0.61
19721003,  -0.42
19721004,   0.13
19721005,  -0.18
19721006,   0.17
19721009,   0.07
19721010,  -0.05
19721011,  -0.21
19721012,   0.07
19721013,   0.08
19721016,  -0.36
19721017,   0.31
19721018,   0.20
19721019,  -0.15
19721020,   0.26
19721023,   0.34
19721024,   0.01
19721025,  -0.10
19721026,   0.45
19721027,  -0.40
19721030,   0.05
19721031,  -0.08
19721101,  -0.25
19721102,  -0.03
19721103,  -0.49
19721106,  -0.04
19721108,  -0.31
19721109,   0.39
19721110,   0.03
19721113,   0.04
19721114,   0.36
19721115,  -0.57
19721116,   0.15
19721117,   0.17
19721120,   0.05
19721121,   0.08
19721122,  -0.13
19721124,   0.19
19721127,  -0.16
19721128,   0.38
19721129,   0.22
19721130,   0.57
19721201,   0.43
19721204,  -0.16
19721205,  -0.22
19721206,   0.23
19721207,  -0.48
19721208,  -0.50
19721211,  -0.14
19721212,  -0.37
19721213,   0.03
19721214,  -0.73
19721215,   0.00
19721218,  -0.38
19721219,   0.12
19721220,  -0.48
19721221,   0.16
19721222,   0.27
19721226,  -0.20
19721227,  -0.18
19721229,   0.00
19730102,   0.96
19730103,   0.11
19730104,   0.25
19730105,  -0.22
19730108,   0.09
19730109,   0.21
19730110,  -0.21
19730111,  -0.46
19730112,  -0.67
19730115,  -0.21
19730116,   0.40
19730117,   0.47
19730118,  -0.08
19730119,  -0.17
19730122,   0.05
19730123,   0.02
19730124,  -0.83
19730126,  -0.06
19730129,   0.10
19730130,   0.10
19730131,   0.38
19730201,  -0.17
19730202,  -0.14
19730205,  -0.07
19730206,   0.13
19730207,  -0.53
19730208,   0.26
19730209,   0.14
19730212,  -0.11
19730213,  -0.29
19730214,  -0.01
19730215,  -0.21
19730216,   0.07
19730220,   0.03
19730221,  -0.34
19730222,   0.20
19730223,   0.01
19730226,   0.17
19730227,  -0.24
19730228,  -0.10
19730301,   0.00
19730302,   0.15
19730305,  -0.13
19730306,   0.10
19730307,  -0.59
19730308,   0.12
19730309,  -0.03
19730312,  -0.31
19730313,  -0.29
19730314,   0.08
19730315,  -0.10
19730316,   0.30
19730319,   0.45
19730320,  -0.23
19730321,   0.32
19730322,   0.58
19730323,   0.25
19730326,  -0.41
19730327,  -0.17
19730328,  -0.19
19730329,   0.47
19730330,   0.25
19730402,   0.60
19730403,   0.30
19730404,  -0.01
19730405,  -0.04
19730406,  -0.16
19730409,  -0.13
19730410,   0.08
19730411,   0.22
19730412,   0.15
19730413,   0.39
19730416,   0.41
19730417,   0.38
19730418,  -0.37
19730419,   0.12
19730423,  -0.09
19730424,   0.36
19730425,   0.24
19730426,  -0.02
19730427,   0.36
19730430,   0.04
19730501,  -0.11
19730502,   0.01
19730503,   0.30
19730504,   0.02
19730507,  -0.18
19730508,   0.22
19730509,  -0.25
19730510,  -0.40
19730511,  -0.30
19730514,  -0.23
19730515,   0.12
19730516,   0.11
19730517,  -0.43
19730518,  -0.63
19730521,  -0.76
19730522,   0.23
19730523,   0.15
19730524,   0.06
19730525,   0.27
19730529,   0.06
19730530,  -0.49
19730531,  -0.20
19730601,   0.30
19730604,  -0.06
19730605,   0.02
19730606,  -0.12
19730607,  -0.03
19730608,   0.36
19730611,   0.01
19730612,  -0.36
19730613,   0.35
19730614,  -0.69
19730615,  -0.22
19730618,  -0.10
19730619,  -0.01
19730620,  -0.09
19730621,  -0.10
19730622,  -0.44
19730625,   0.26
19730626,  -0.03
19730627,  -0.01
19730628,  -0.22
19730629,   0.14
19730702,  -0.23
19730703,   0.97
19730705,   0.34
19730706,   0.17
19730709,   0.05
19730710,   0.43
19730711,   0.52
19730712,  -0.60
19730713,   0.14
19730716,  -0.51
19730717,  -0.47
19730718,   0.38
19730719,  -0.43
19730720,  -0.03
19730723,   0.06
19730724,  -0.23
19730725,  -0.34
19730726,   0.07
19730727,   0.30
19730730,  -0.20
19730731,   0.00
19730801,  -0.14
19730802,  -0.10
19730803,   0.26
19730806,  -0.21
19730807,   0.35
19730808,  -0.14
19730809,   0.19
19730810,  -0.16
19730813,  -0.37
19730814,  -0.13
19730815,   0.24
19730816,   0.50
19730817,   0.07
19730820,  -0.28
19730821,  -0.11
19730822,  -0.11
19730823,   0.17
19730824,   0.01
19730827,  -0.39
19730828,   0.11
19730829,   0.12
19730830,   0.46
19730831,   0.29
19730904,   0.84
19730905,   0.10
19730906,   0.36
19730907,   0.12
19730910,  -0.23
19730911,  -0.05
19730912,  -0.30
19730913,   0.23
19730914,   0.15
19730917,   0.33
19730918,   0.90
19730919,  -0.05
19730920,   0.31
19730921,   0.44
19730924,   0.43
19730925,   0.04
19730926,   0.57
19730927,   0.01
19730928,   0.50
19731001,   0.96
19731002,   0.67
19731003,   0.59
19731004,  -0.25
19731005,   0.28
19731008,   0.45
19731009,  -0.78
19731010,  -0.57
19731011,   0.75
19731012,  -0.24
19731015,  -0.30
19731016,   0.08
19731017,  -0.09
19731018,  -0.19
19731019,   0.43
19731022,  -0.34
19731023,   0.35
19731024,  -0.13
19731025,  -0.18
19731026,   0.42
19731029,  -0.57
19731030,  -0.36
19731031,  -0.15
19731101,  -0.40
19731102,   0.20
19731105,  -0.01
19731106,  -0.48
19731107,   0.28
19731108,   0.24
19731109,  -0.83
19731112,  -0.63
19731113,  -0.28
19731114,  -0.52
19731115,   0.48
19731116,   0.22
19731119,  -0.78
19731120,  -0.94
19731121,   0.72
19731123,   0.59
19731126,  -1.51
19731127,  -0.58
19731128,   1.50
19731129,  -0.10
19731130,  -0.16
19731203,  -0.57
19731204,  -0.22
19731205,  -0.68
19731206,  -0.06
19731207,   1.13
19731210,   0.67
19731211,  -0.35
19731212,  -0.25
19731213,   0.51
19731214,   0.72
19731217,  -0.13
19731218,  -0.28
19731219,  -0.23
19731220,   0.05
19731221,   1.17
19731224,   0.84
19731226,  -0.32
19731227,  -0.39
19731228,   0.00
19731231,   0.83
19740102,   1.32
19740103,   2.27
19740104,   0.70
19740107,   1.71
19740108,   0.17
19740109,  -0.26
19740110,  -0.38
19740111,   1.05
19740114,   0.32
19740115,  -0.03
19740116,  -0.13
19740117,  -0.35
19740118,  -0.05
19740121,  -0.26
19740122,   0.01
19740123,  -0.03
19740124,   0.14
19740125,   0.48
19740128,   0.10
19740129,   0.31
19740130,   0.52
19740131,   0.18
19740201,  -0.20
19740204,  -0.42
19740205,  -0.08
19740206,   0.66
19740207,   0.78
19740208,   0.58
19740211,   0.16
19740212,   0.47
19740213,   0.09
19740214,   0.65
19740215,   0.19
19740219,  -0.21
19740220,   0.59
19740221,   0.07
19740222,   0.68
19740225,   0.67
19740226,   0.54
19740227,  -0.88
19740228,  -0.19
19740301,   0.35
19740304,  -0.16
19740305,  -0.36
19740306,  -0.59
19740307,  -0.11
19740308,  -0.31
19740311,   0.33
19740312,   0.06
19740313,  -0.05
19740314,  -0.08
19740315,   0.10
19740318,  -0.17
19740319,   0.22
19740320,   0.18
19740321,   0.11
19740322,  -0.03
19740325,  -0.26
19740326,  -0.18
19740327,  -0.04
19740328,  -0.17
19740329,   0.53
19740401,   0.40
19740402,   0.03
19740403,   0.01
19740404,   0.14
19740405,   0.04
19740408,  -0.01
19740409,   0.05
19740410,   0.41
19740411,   0.59
19740415,  -0.32
19740416,   0.45
19740417,  -0.05
19740418,  -0.06
19740419,  -0.25
19740422,  -0.09
19740423,  -0.85
19740424,   0.22
19740425,  -0.22
19740426,   0.31
19740429,   0.35
19740430,   0.34
19740501,   0.47
19740502,  -0.60
19740503,  -0.14
19740506,   0.13
19740507,  -0.53
19740508,  -0.31
19740509,  -0.16
19740510,   0.18
19740513,  -0.21
19740514,  -0.12
19740515,  -0.11
19740516,  -0.51
19740517,   0.41
19740520,  -0.08
19740521,  -0.52
19740522,  -0.11
19740523,  -0.58
19740524,   0.45
19740528,  -0.34
19740529,  -0.85
19740530,   0.14
19740531,   0.20
19740603,   0.51
19740604,  -0.02
19740605,   0.03
19740606,  -0.47
19740607,   0.18
19740610,  -0.46
19740611,  -0.18
19740612,  -0.51
19740613,   0.01
19740614,   0.09
19740617,  -0.20
19740618,   0.21
19740619,  -0.07
19740620,  -0.08
19740621,  -0.09
19740624,   0.01
19740625,  -0.31
19740626,  -0.32
19740627,  -0.27
19740628,  -0.10
19740701,  -0.13
19740702,  -0.45
19740703,   0.33
19740705,   0.36
19740708,  -0.39
19740709,  -0.13
19740710,  -0.10
19740711,  -0.54
19740712,   0.37
19740715,   0.52
19740716,   0.10
19740717,   0.42
19740718,   0.32
19740719,   0.34
19740722,  -0.21
19740723,   0.52
19740724,   0.24
19740725,   0.09
19740726,   0.27
19740729,   0.37
19740730,  -0.16
19740731,   0.19
19740801,   0.62
19740802,   0.22
19740805,  -0.08
19740806,  -0.13
19740807,   0.24
19740808,   0.51
19740809,   0.31
19740812,   0.10
19740813,  -0.14
19740814,   0.36
19740815,   0.15
19740816,   0.76
19740819,  -0.22
19740820,   0.56
19740821,   0.55
19740822,  -0.07
19740823,   0.00
19740826,  -0.78
19740827,  -0.34
19740828,  -0.65
19740829,  -1.07
19740830,   0.43
19740903,  -0.26
19740904,  -0.35
19740905,  -0.45
19740906,   0.30
19740909,  -0.61
19740910,  -0.56
19740911,  -0.20
19740912,  -0.18
19740913,  -0.08
19740916,  -0.10
19740917,  -0.25
19740918,  -0.28
19740919,   0.09
19740920,   0.41
19740923,   0.40
19740924,   0.05
19740925,   0.90
19740926,  -0.13
19740927,   0.55
19740930,  -0.07
19741001,   0.72
19741002,   0.56
19741003,  -0.19
19741004,   0.52
19741007,  -0.34
19741008,  -0.24
19741009,  -1.34
19741010,  -1.43
19741011,  -0.49
19741014,  -0.12
19741015,  -0.10
19741016,   0.06
19741017,  -0.60
19741018,  -0.70
19741021,  -0.53
19741022,  -0.06
19741023,   0.15
19741024,   0.02
19741025,   0.50
19741028,  -0.50
19741029,  -0.81
19741030,  -0.98
19741031,  -0.02
19741101,   0.38
19741104,   0.58
19741105,  -0.75
19741106,  -0.53
19741107,   0.63
19741108,   1.25
19741111,   0.25
19741112,  -0.53
19741113,  -0.25
19741114,   0.10
19741115,   0.37
19741118,  -0.67
19741119,  -0.53
19741120,   0.16
19741121,   0.01
19741122,   0.26
19741125,  -0.68
19741126,  -0.90
19741127,  -0.13
19741129,  -0.37
19741202,  -0.49
19741203,  -0.35
19741204,  -0.04
19741205,  -0.22
19741206,  -0.53
19741209,  -0.75
19741210,  -0.51
19741211,   0.06
19741212,  -0.52
19741213,  -0.03
19741216,  -0.36
19741217,  -0.36
19741218,  -0.15
19741219,  -0.04
19741220,   0.55
19741223,  -0.34
19741224,  -0.13
19741226,   0.16
19741227,   0.30
19741230,  -0.60
19741231,   1.55
19750102,   1.70
19750103,   1.03
19750106,   1.47
19750107,   0.76
19750108,   0.06
19750109,   0.07
19750110,   0.81
19750113,   1.06
19750114,   0.24
19750115,  -0.18
19750116,   0.17
19750117,  -0.06
19750120,   0.08
19750121,   0.77
19750122,   0.59
19750123,  -0.41
19750124,   1.03
19750127,   1.27
19750128,   0.57
19750129,   0.93
19750130,  -0.63
19750131,   1.36
19750203,   1.27
19750204,  -1.49
19750205,   0.29
19750206,  -0.70
19750207,   0.07
19750210,  -0.18
19750211,  -0.06
19750212,   0.77
19750213,   0.02
19750214,  -0.58
19750218,  -0.26
19750219,  -0.02
19750220,  -0.10
19750221,  -0.11
19750224,   0.17
19750225,  -0.83
19750226,   0.17
19750227,   0.67
19750228,   0.81
19750303,   1.10
19750304,  -0.23
19750305,   0.09
19750306,   0.93
19750307,   0.98
19750310,   0.98
19750311,   0.03
19750312,   0.08
19750313,   0.32
19750314,   0.58
19750317,   1.14
19750318,  -0.96
19750319,  -0.02
19750320,   0.18
19750321,  -0.02
19750324,  -1.14
19750325,   0.05
19750326,   0.75
19750327,  -0.21
19750331,  -0.30
19750401,  -0.42
19750402,  -0.04
19750403,  -0.07
19750404,   0.04
19750407,  -0.44
19750408,  -0.93
19750409,  -0.42
19750410,   0.28
19750411,   0.17
19750414,  -0.07
19750415,  -0.63
19750416,  -0.45
19750417,   0.16
19750418,   0.21
19750421,   0.77
19750422,   0.04
19750423,  -0.36
19750424,   0.27
19750425,  -0.34
19750428,   0.26
19750429,  -0.51
19750430,  -0.69
19750501,  -0.18
19750502,  -0.23
19750505,  -0.03
19750506,   0.73
19750507,  -0.01
19750508,   0.88
19750509,   0.33
19750512,   0.20
19750513,  -0.10
19750514,   0.16
19750515,  -0.25
19750516,   0.14
19750519,  -0.05
19750520,  -0.13
19750521,  -0.43
19750522,   0.22
19750523,   0.17
19750527,   0.02
19750528,  -0.38
19750529,  -0.12
19750530,   0.50
19750602,   0.44
19750603,   0.40
19750604,   0.11
19750605,   0.25
19750606,  -0.10
19750609,   0.01
19750610,  -0.23
19750611,  -0.06
19750612,   0.14
19750613,   0.25
19750616,   0.38
19750617,  -0.05
19750618,   0.21
19750619,   0.31
19750620,   0.09
19750623,   0.11
19750624,  -0.39
19750625,  -0.01
19750626,  -0.19
19750627,   0.23
19750630,   0.34
19750701,  -0.36
19750702,  -0.27
19750703,   0.25
19750707,   0.09
19750708,   0.16
19750709,   0.51
19750710,   0.24
19750711,   0.58
19750714,   0.83
19750715,   0.70
19750716,   0.17
19750717,   0.37
19750718,   0.40
19750721,  -0.08
19750722,  -0.28
19750723,  -0.64
19750724,  -0.68
19750725,  -0.29
19750728,  -0.61
19750729,  -0.43
19750730,  -0.01
19750731,   0.17
19750801,  -0.03
19750804,  -0.57
19750805,  -0.74
19750806,  -0.31
19750807,  -0.18
19750808,  -0.57
19750811,  -0.13
19750812,   0.18
19750813,  -0.19
19750814,  -0.60
19750815,  -0.15
19750818,  -0.26
19750819,  -0.37
19750820,  -0.70
19750821,  -0.35
19750822,   0.92
19750825,   0.41
19750826,  -0.39
19750827,   0.42
19750828,   1.19
19750829,   0.68
19750902,  -0.70
19750903,   0.18
19750904,  -0.22
19750905,  -0.40
19750908,  -0.11
19750909,  -0.43
19750910,  -0.56
19750911,   0.05
19750912,  -0.06
19750915,  -0.62
19750916,  -0.70
19750917,   0.01
19750918,   0.98
19750919,   1.01
19750922,  -0.05
19750923,  -0.26
19750924,   0.50
19750925,  -0.06
19750926,   0.22
19750929,  -0.03
19750930,  -0.59
19751001,  -0.72
19751002,  -0.10
19751003,   0.53
19751006,   0.00
19751007,  -0.17
19751008,   0.37
19751009,   0.42
19751010,   0.08
19751013,   0.48
19751014,  -0.11
19751015,   0.11
19751016,   0.30
19751017,  -0.31
19751020,   0.20
19751021,   0.50
19751022,   0.07
19751023,   0.57
19751024,  -0.13
19751027,  -0.03
19751028,   0.64
19751029,  -0.52
19751030,   0.23
19751031,   0.25
19751103,  -0.21
19751104,   0.19
19751105,   1.08
19751106,   1.01
19751107,  -0.10
19751110,  -0.55
19751111,   0.75
19751112,   0.40
19751113,  -0.50
19751114,   0.01
19751117,  -0.27
19751118,   0.18
19751119,  -0.54
19751120,   0.23
19751121,   0.22
19751124,  -0.07
19751125,   0.17
19751126,   0.11
19751128,   0.31
19751201,  -0.14
19751202,  -0.93
19751203,  -1.20
19751204,   0.29
19751205,  -0.48
19751208,  -0.50
19751209,  -0.40
19751210,  -0.04
19751211,   0.07
19751212,   0.08
19751215,  -0.01
19751216,   0.01
19751217,   0.32
19751218,   0.31
19751219,  -0.41
19751222,  -0.10
19751223,   0.84
19751224,   0.34
19751226,   0.77
19751229,  -0.62
19751230,  -0.12
19751231,   1.05
19760102,   0.88
19760105,   0.85
19760106,   0.48
19760107,  -0.26
19760108,   0.20
19760109,   0.76
19760112,   0.92
19760113,  -0.57
19760114,   1.19
19760115,  -0.18
19760116,   0.29
19760119,   1.12
19760120,   0.39
19760121,  -0.01
19760122,   0.82
19760123,   1.09
19760126,   0.36
19760127,   0.00
19760128,  -0.21
19760129,   0.77
19760130,  -0.08
19760202,   0.07
19760203,   0.86
19760204,   0.37
19760205,  -0.80
19760206,  -0.25
19760209,   1.27
19760210,   0.97
19760211,  -0.04
19760212,   0.25
19760213,   0.32
19760217,   0.55
19760218,   1.06
19760219,   1.17
19760220,  -0.17
19760223,   0.19
19760224,   0.36
19760225,   0.11
19760226,  -1.04
19760227,  -0.39
19760301,   0.96
19760302,   0.98
19760303,  -0.03
19760304,  -0.89
19760305,   0.40
19760308,   0.67
19760309,  -0.17
19760310,   0.24
19760311,  -0.25
19760312,  -0.57
19760315,  -0.57
19760316,   0.65
19760317,  -0.09
19760318,  -0.76
19760319,  -0.10
19760322,  -0.15
19760323,   0.15
19760324,  -0.17
19760325,  -0.54
19760326,   0.52
19760329,  -0.05
19760330,  -0.20
19760331,   0.44
19760401,  -0.04
19760402,  -0.10
19760405,   0.59
19760406,  -0.25
19760407,  -0.70
19760408,  -0.75
19760409,  -0.93
19760412,  -0.12
19760413,   0.05
19760414,  -0.60
19760415,   0.17
19760419,   0.35
19760420,   1.16
19760421,   0.16
19760422,  -0.10
19760423,  -0.25
19760426,   0.10
19760427,  -0.53
19760428,  -0.14
19760429,  -0.02
19760430,  -0.03
19760503,  -0.91
19760504,   0.12
19760505,  -0.19
19760506,  -0.06
19760507,   0.29
19760510,   0.56
19760511,  -0.25
19760512,  -0.26
19760513,  -0.07
19760514,  -0.23
19760517,  -0.35
19760518,  -0.07
19760519,  -0.04
19760520,  -0.07
19760521,  -0.43
19760524,  -0.71
19760525,  -0.74
19760526,  -0.12
19760527,  -0.25
19760528,   0.46
19760601,  -0.17
19760602,  -0.15
19760603,  -0.23
19760604,  -0.59
19760607,  -0.24
19760608,  -0.17
19760609,  -0.12
19760610,   0.20
19760611,   0.36
19760614,   0.28
19760615,  -0.11
19760616,   0.28
19760617,   0.86
19760618,   0.09
19760621,  -0.10
19760622,  -0.29
19760623,   0.33
19760624,   0.28
19760625,   0.07
19760628,  -0.08
19760629,   0.45
19760630,   0.55
19760701,  -0.09
19760702,   0.42
19760706,  -0.08
19760707,   0.27
19760708,   0.18
19760709,   0.33
19760712,   0.23
19760713,   0.13
19760714,   0.12
19760715,   0.05
19760716,  -0.26
19760719,  -0.04
19760720,  -0.33
19760721,   0.09
19760722,   0.02
19760723,  -0.15
19760726,   0.08
19760727,  -0.42
19760728,   0.00
19760729,   0.14
19760730,   0.23
19760802,   0.33
19760803,   0.69
19760804,   0.03
19760805,  -0.22
19760806,   0.21
19760809,  -0.09
19760810,   0.41
19760811,  -0.35
19760812,  -0.08
19760813,   0.09
19760816,   0.33
19760817,  -0.04
19760818,  -0.24
19760819,  -0.73
19760820,  -0.50
19760823,  -0.17
19760824,  -0.33
19760825,   0.40
19760826,  -0.17
19760827,   0.08
19760830,   0.18
19760831,   0.30
19760901,   0.36
19760902,  -0.54
19760903,   0.14
19760907,  -0.02
19760908,  -0.18
19760909,  -0.45
19760910,   0.22
19760913,  -0.26
19760914,  -0.05
19760915,  -0.23
19760916,   0.32
19760917,   0.25
19760920,   0.14
19760921,   0.44
19760922,   0.11
19760923,  -0.32
19760924,   0.14
19760927,   0.44
19760928,  -0.48
19760929,  -0.35
19760930,  -0.14
19761001,  -0.15
19761004,   0.17
19761005,  -0.23
19761006,  -0.34
19761007,   0.09
19761008,  -0.23
19761011,  -0.52
19761012,  -0.32
19761013,   0.15
19761014,  -0.18
19761015,  -0.01
19761018,   0.14
19761019,   0.04
19761020,   0.37
19761021,  -0.16
19761022,  -0.24
19761025,   0.20
19761026,   0.02
19761027,  -0.12
19761028,  -0.16
19761029,   0.42
19761101,   0.22
19761103,  -0.46
19761104,   0.92
19761105,  -0.02
19761108,  -0.31
19761109,  -0.29
19761110,  -0.42
19761111,   0.08
19761112,  -0.17
19761115,   0.36
19761116,   0.28
19761117,   0.16
19761118,   0.77
19761119,  -0.03
19761122,   0.17
19761123,  -0.26
19761124,   0.37
19761126,   0.17
19761129,  -0.23
19761130,   0.10
19761201,   0.19
19761202,   0.07
19761203,   0.54
19761206,   0.46
19761207,  -0.01
19761208,   0.54
19761209,   0.32
19761210,   0.12
19761213,   0.27
19761214,   0.22
19761215,  -0.36
19761216,   0.02
19761217,  -0.17
19761220,  -0.35
19761221,   0.22
19761222,  -0.30
19761223,  -0.24
19761227,   0.39
19761228,   0.07
19761229,   0.15
19761230,   0.43
19761231,   0.12
19770103,   0.31
19770104,  -0.11
19770105,  -0.19
19770106,   0.25
19770107,   0.33
19770110,   0.10
19770111,  -0.18
19770112,  -0.09
19770113,   0.19
19770114,   0.35
19770117,  -0.10
19770118,  -0.17
19770119,   0.55
19770120,  -0.15
19770121,   0.29
19770124,   0.01
19770125,   0.38
19770126,  -0.07
19770127,  -0.31
19770128,  -0.07
19770131,  -0.49
19770201,  -0.34
19770202,  -0.36
19770203,  -0.19
19770204,   0.22
19770207,   0.31
19770208,  -0.04
19770209,  -0.12
19770210,   0.31
19770211,   0.01
19770214,   0.23
19770215,  -0.12
19770216,  -0.10
19770217,  -0.18
19770218,   0.22
19770222,  -0.17
19770223,  -0.30
19770224,  -0.45
19770225,  -0.16
19770228,  -0.05
19770301,   0.13
19770302,  -0.32
19770303,   0.23
19770304,   0.24
19770307,  -0.04
19770308,  -0.06
19770309,  -0.13
19770310,   0.15
19770311,   0.20
19770314,   0.12
19770315,  -0.10
19770316,   0.07
19770317,  -0.25
19770318,  -0.47
19770321,  -0.03
19770322,   0.05
19770323,  -0.04
19770324,  -0.27
19770325,  -0.14
19770328,   0.00
19770329,   0.15
19770330,  -0.43
19770331,   0.07
19770401,   0.07
19770404,  -0.03
19770405,  -0.26
19770406,  -0.24
19770407,  -0.35
19770411,   0.10
19770412,   0.72
19770413,   0.10
19770414,   0.21
19770415,   0.26
19770418,  -0.38
19770419,  -0.07
19770420,   0.28
19770421,  -0.37
19770422,   0.08
19770425,  -0.36
19770426,   0.10
19770427,   0.36
19770428,   0.28
19770429,  -0.07
19770502,   0.04
19770503,   0.15
19770504,   0.34
19770505,   0.13
19770506,  -0.04
19770509,   0.01
19770510,  -0.05
19770511,  -0.15
19770512,  -0.05
19770513,   0.12
19770516,   0.31
19770517,   0.25
19770518,   0.13
